alias_key,comparison_action,context_after,context_before,current_active_breaks,current_vs_expected_pass,expected_breaks,host_sentence_status,paragraph_id,projection_breaks,quoted,row_id,semantic_disposition,speaker,speech_end_map,syntactic_rationale,text_sha256,topology_breaks
b0f82f05b9006a1e,NO_CHANGE, Puis il me semble entendre que Tu appelles à l’aide ta chère Maman :,,147,True,147,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.07.P015,147,"Mais regarde-Moi, ô Père. Je suis toujours ton Fils et Je fais un avec Toi. De grâce, aie pitié de Moi. Ô Père, ne Me laisse pas sans réconfort !",PASSION24.HOUR.07.P015#R00,KEEP_CURRENT_BREAK,JESUS,147,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,b4787918206c53d49090f534a3e5f8d98200b30fb4b77ef2f94900f4c67452a6,147
65055d1d82325a20,NO_CHANGE," Jésus, chacun de tes Gémissements est une blessure à mon cœur. Je fais miens ton Sang, ton Vouloir, ton Zèle ardent, ton Amour.",,22,True,22,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.07.P030,22,"Venez, âmes, venez !",PASSION24.HOUR.07.P030#R00,KEEP_CURRENT_BREAK,JESUS,22,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,4634f58998a2ca1644376a8cb05d01dc31e96b4540fa01a1b7eeb08600c4a4c9,22
6aeefd2b88884121,NO_CHANGE," Ô Jésus agonisant, ta Vie est sur le point de s’éteindre. J’entends tes gémissements. Tes beaux Yeux sont voilés par la mort toute proche. Tous tes Membres cèdent et Tu sembles ne",« ,228,True,228,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.07.P117,228,"Ô mon enfant, combien d’âmes Me fuient et finissent par tomber dans l’éternelle ruine ! Comment pourra se calmer ma Souffrance si une seule âme se perd ? J’aime chaque âme, au même titre que J’aime toutes les âmes ensemble !",PASSION24.HOUR.07.P117#R00,KEEP_CURRENT_BREAK,JESUS,228,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,00e20c43e6c808401a53eefc135761653ba68719efa5848892680e06ab1396ea,228
40788e4027f4361c,NO_CHANGE," Mon Jésus angoissé, puisque Tu as voulu porter en Toi ma mort, je Te prie de venir m’assister au moment de ma mort.",,128,True,128,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.07.P125,128,"Tu as bien vu qu’alors que Je mourais, Je recommençais à respirer. C’étaient les morts des créatures que Je ressentais en Moi.",PASSION24.HOUR.07.P125#R00,KEEP_CURRENT_BREAK,JESUS,128,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,277905e8051e6342d63872a475a6e71d97656f9b8e581adf13daad0b4d2e6bdf,128
d9e7fca8725e0061,NO_CHANGE," On dirait que c’est à moi aussi que Tu adresses cette Parole, non en m’appelant “ami”, mais en m’appelant du doux nom d’“enfant”.","Ah ! comme elle m’est douce au cœur, la Parole que Tu adressas à Judas : « ",111,True,111,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.08.P007,111,"Mon ami, pourquoi es-tu venu ici ?",PASSION24.HOUR.08.P007#R00,KEEP_CURRENT_BREAK,JESUS,111,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,defe0ee6ba0584e501ca00f7c12a98e001fd65bdcc8de6ce8b08bc98bc626147,111
841ee3707c4666e0,NO_CHANGE," Et je veux Te répondre : « Jésus, je viens pour T’aimer. »",« ,42,True,42,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.08.P008,42,"Mon enfant, pourquoi es-tu venue ici ?",PASSION24.HOUR.08.P008#R00,KEEP_CURRENT_BREAK,JESUS,42,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,c5c6edd2c3cb979c27c8612ac78bf87b65b416228afd4ae4335f6c24bed10920,42
4fe328c13798eea9,RELOCATE," quand je me réveille le matin ou quand je Te prie. Tu me répètes : « Pourquoi es-tu venue ici ? » à travers la sainte Hostie, quand je viens Te recevoir dans mon cœur. Quel beau r",Tu me dis : « ,42,False,93,HOST_SENTENCE_CONTINUES,PASSION24.HOUR.08.P009,42|140,Pourquoi es-tu venue ici ?,PASSION24.HOUR.08.P009#R00,RELOCATE_BREAK_TO_HOST_SENTENCE_END,JESUS,42|140,La proposition porteuse « Tu me dis … quand je… » continue après la question citée et se termine après « prie. ».,840d2a04d5614d1f5e0eab3d41e237aec1f00c982b89c5cb590f3a979b11d23b,42|140
6906fb4659e581eb,RELOCATE," à travers la sainte Hostie, quand je viens Te recevoir dans mon cœur. Quel beau rappel pour moi !",ue ici ? » quand je me réveille le matin ou quand je Te prie. Tu me répètes : « ,140,False,210,HOST_SENTENCE_CONTINUES,PASSION24.HOUR.08.P009,42|140,Pourquoi es-tu venue ici ?,PASSION24.HOUR.08.P009#R01,RELOCATE_BREAK_TO_HOST_SENTENCE_END,JESUS,42|140,La proposition porteuse « Tu me répètes … à travers… » continue après la question citée et se termine après « cœur. ».,840d2a04d5614d1f5e0eab3d41e237aec1f00c982b89c5cb590f3a979b11d23b,42|140
05e514410f59e6aa,REMOVE, répondent : « Je viens pour T’offenser ! »,"Mais combien, à ton « ",49,False,,HOST_SENTENCE_CONTINUES,PASSION24.HOUR.08.P010,49,Pourquoi es-tu venu ici ?,PASSION24.HOUR.08.P010#R00,REMOVE_BREAK_NO_REPLACEMENT,JESUS,49,Le verbe « répondent » gouverne le complément contenant la citation ; la phrase porteuse se termine au record end.,7b830264a69d1efb5682e5dfff1dc86a35ff37c8000163489309fe6280950518,49
952ca05a8b6285c3,NO_CHANGE," Par ces simples paroles, Tu dis tout. Tu Te fais connaître pour ce que Tu es. Tant et si bien que tes ennemis tremblent et tombent à la renverse, comme morts.",Alors Tu leur dis : « ,34,True,34,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.08.P014,34,Me voici !,PASSION24.HOUR.08.P014#R00,KEEP_CURRENT_BREAK,JESUS,34,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,74bd1faae3bdbdaa45b8c65b75a113bc02ba81821b8903f28350c8c931555ee5,34
abc8c05392d2e76b,RELOCATE," que Tu les rappelles à la Vie et que, de ta propre initiative, Tu Te places entre leurs mains. Et eux, perfides et ingrats, au lieu de s’humilier et de trembler à tes pieds pour T","Et Toi, ô Amour, c’est par un autre « ",50,False,145,HOST_SENTENCE_CONTINUES,PASSION24.HOUR.08.P015,50,Me voici !,PASSION24.HOUR.08.P015#R00,RELOCATE_BREAK_TO_HOST_SENTENCE_END,JESUS,50,La construction corrélative « c’est par … que … » continue après « Me voici ! » et se termine avant « Et eux… ».,0e8e25ba179b80db3015404fdc30bbeda72ac9d5710f67750d4468b27e4e1506,50
2b5ffe70fd5050ff,NO_CHANGE," Oui, mon Jésus, avec l’aide de ta Grâce et en m’identifiant à ta Divine Volonté je Te promets de ne jamais Te laisser seul.",,147,True,147,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.09.P010,147,"Ah ! mon enfant, comme il est dur pour Moi cet abandon ! Je t’en prie, répare ma cruelle Souffrance par la promesse de ne jamais Me laisser seul.",PASSION24.HOUR.09.P010#R00,KEEP_CURRENT_BREAK,JESUS,147,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,0eff0c7e558d2dd5c679da7ac7e3b9e3db060a824c6ca1705cb32c65c1e83ebe,147
84346c9896e8f9e5,NO_CHANGE," À ces Paroles, tous tremblent. Perfidement, un serviteur s’approche de Toi. D’une main ferrée, il Te donne une gifle si forte qu’elle Te fait chanceler et rend livide ton doux Vis","sus, pour défendre la Gloire du Père, Tu réponds d’une Voix sonore et digne : « ",206,True,206,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.10.P002,206,"J’ai parlé en public, et tous ceux qui sont ici M’ont entendu !",PASSION24.HOUR.10.P002#R00,KEEP_CURRENT_BREAK,JESUS,206,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,8693e4f039b62d7bbfeffcc5c2dc4e37512184a6e4db7fbffa482a8843993b35,206
ab3b3fe4d163763e,NO_CHANGE," Mon doux Amour, le vacarme de tes ennemis est si considérable qu’il m’empêche de prendre un peu de sommeil. Les coups deviennent plus violents. J’entends le bruit des chaînes avec",,141,True,141,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.11.P010,141,Tu acquerras la force en Me voyant souffrir à ce point. Ce sera la plus belle défense que tu puisses M’accorder. Sois fidèle et attentive !,PASSION24.HOUR.11.P010#R00,KEEP_CURRENT_BREAK,JESUS,141,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,03748084ad481a333bb73fba4edf9d706a36d29b6a6898be656c4e342f9ea5ce,141
ab96671683722f9f,NO_CHANGE," Mon Bien renié, comme elles se reconnaissent vite les offenses de ceux qui Te sont les plus chers !",,251,True,251,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.11.P021,251,"Ah ! Pierre, tu ne Me connais pas ? Tu ne te souviens pas de tous les Bienfaits dont Je t’ai comblé ? Si les autres Me font mourir de peines, toi, tu Me fais mourir de douleur ! Comme tu as mal fait de t’exposer aux occasions en Me suivant de loin !",PASSION24.HOUR.11.P021#R00,KEEP_CURRENT_BREAK,JESUS,251,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,a6762f6245c19d99c3d520afa0563f45b2c0f5645b86da76b5a8bcbc4e118a74,251
3db946d2e7c76415,CURRENT_METADATA_MISMATCH," À ces Paroles solennelles, tous font silence et frissonnent d’épouvante. Après quelques instants de sa propre épouvante, Caïphe, furieux comme une bête féroce, dit à tous : « À qu",« ,126,False,125,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.11.P030,126,C’est toi qui le dis. Je suis le Fils de Dieu. Un jour Je descendrai sur les nuées du Ciel pour juger toutes les nations.,PASSION24.HOUR.11.P030#R00,KEEP_CURRENT_BREAK,JESUS,126,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,428cebcfe9048cf1bf025e341d938e882e5f9e8198fd33bc23a8185508c3ed8c,126
c9f76a28d9dbeec0,NO_CHANGE," Mon Jésus, à ma stupeur, je vois qu’au lieu de Te préoccuper de tes Peines, Tu penses avec un Amour indicible à glorifier le Père pour Le dédommager de nos négligences envers Lui,",Tu me réponds : « ,147,True,147,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.13.P005,147,"Viens, ô âme. Sois attentive à tout ce que tu Me vois faire pour le faire avec Moi, afin que Je puisse continuer ma Vie en toi.",PASSION24.HOUR.13.P005#R00,KEEP_CURRENT_BREAK,JESUS,147,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,a0e6d29206019aae50560efe0eeb3cb912c467a6f54555e7dad2fce6fe204bef,147
b0d9150168887b94,NO_CHANGE," Pilate est surpris et touché par la suavité et la dignité de tes Paroles, et il Te dit : « Comment, Tu es roi ? »",« ,162,True,162,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.15.P005,162,"Mon Règne n’est pas de ce monde. Si mon Règne était de ce monde, mes ministres feraient tous leurs efforts pour que Je ne sois pas remis au pouvoir des Juifs.",PASSION24.HOUR.15.P005#R00,KEEP_CURRENT_BREAK,JESUS,162,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,1fe7971777119b2d85e26afa8216a2231531c0b31ca409479224af3c289a4642,162
c38781be3f326df5,NO_CHANGE," Comme elles sont réelles et incessantes nos décisions de faire passer Dieu en second, même chez ceux qui aiment Jésus !",,103,True,103,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.16.P015,103,"Et Moi, Je suis prêt à accepter qu’on Me fasse passer après Barabbas pour réparer toutes ces fautes !",PASSION24.HOUR.16.P015#R00,KEEP_CURRENT_BREAK,JESUS,103,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,931b222d6046ed3b0f46fad9efda0d19fe435f9fc18b9a7584c4290cee10cf1f,103
5486aa91827726ef,NO_CHANGE," Jésus torturé, ton Amour passe d’un excès à l’autre. Je vois que tes bourreaux prennent des fouets de corde et Te battent sans pitié, à tel point que ton Corps infiniment saint de",,76,True,76,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.16.P028,76,"Par conséquent, sois attentive à ce que Je fais, prie et répare avec Moi !",PASSION24.HOUR.16.P028#R00,KEEP_CURRENT_BREAK,JESUS,76,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,587bfb1c0a6d2bf5885a6df287a9d1e209c2114dda005960440fe42202eb61ea,76
cf41f2335bc92a4f,NO_CHANGE," Jésus, l’Amour avec lequel Tu souffres est si grand, que Tu excites presque tes bourreaux à Te battre davantage !",,193,True,193,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.16.P045,193,"Et que ces coups de fouets excusent ceux qui commettent le péché, qu’ils flagellent leurs passions. Qu’ils leur parlent de mon Amour, tant et si bien qu’ils soient forcés de céder devant Moi.",PASSION24.HOUR.16.P045#R00,KEEP_CURRENT_BREAK,JESUS,193,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,1f73884e661135a36c0a718ff48463c47ce393b61b6992adfce0922654cfdc5b,193
7b342a37d8e3fa4f,NO_CHANGE," Poursuivant dans leurs cruautés, tes ennemis Te font asseoir, déposent sur Toi une guenille de pourpre, prennent une couronne d’épines qu’ils viennent de fabriquer, et avec une fu",,47,True,47,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.17.P014,47,"Toi, unis-toi à Moi, prie et répare avec Moi.",PASSION24.HOUR.17.P014#R00,KEEP_CURRENT_BREAK,JESUS,47,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,43ee151361e8da9e3f111010c2d6a7593c9f8fd186d831a4d9d4d40c455c2d58,47
40e95396435d0052,CURRENT_METADATA_MISMATCH," Mon Amour, je Te prie de me piquer les oreilles de tes épines, afin qu’elles puissent n’entendre que ta Voix, mes yeux pour qu’ils ne regardent que Toi, ma bouche pour que ma lang",,155,False,154,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.17.P027,155,"Va chez tous les cœurs et, en les piquant, fais-en sortir toutes les fumées d’orgueil et la pourriture qu’ils contiennent, et constitue-Moi Roi de tous.",PASSION24.HOUR.17.P027#R00,KEEP_CURRENT_BREAK,JESUS,155,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,0f4c182dace3c23c18bdd30ab9501bcb7b386d08d52a7da1783da27379314d7e,155
02d24b2336098ce3,NO_CHANGE," Mon Amour, je vois que, Te voyant si mal en point, Pilate frissonne.",,293,True,293,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.17.P044,293,"Et J’enseigne à ceux qui commandent que seule la vertu, unie à un juste savoir, rend digne et capable de gouverner et de diriger les autres, tandis que toute dignité dépourvue de vertu est dangereuse et déplorable. Mon enfant, fais écho à mes Réparations et continue à contempler mes Peines.",PASSION24.HOUR.17.P044#R00,KEEP_CURRENT_BREAK,JESUS,293,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,869646265b0de1edb6f2d546b46cb2d40350174de196dbf8071d9a1d625e2fc8,293
1a03dce1bad598ae,NO_CHANGE, Chaque goutte de ton Sang proclame : « Croix ! »,"À chacun de tes gémissements, je T’entends dire : « ",61,True,61,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.18.P002,61,Croix !,PASSION24.HOUR.18.P002#R00,KEEP_CURRENT_BREAK,JESUS,61,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,fa98377ab931e85708e829ea8ef54486dcbd089e3b78c1e5b3d50e2a5473b03b,61
1f0a4a6441e89e55,NO_CHANGE," Anxieux, Tu Te la fais placer sur tes Épaules infiniment saintes. Ah ! mon Jésus, ta Croix est trop légère pour ton Amour. Mais à son poids s’ajoute celui de nos fautes, aussi lou",,156,True,156,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.18.P031,156,"Tandis que Je dois quitter cette terre, toi, tu seras toujours à Moi. Je te donne en dot toutes les âmes. Garde-les-Moi, sauve-les-Moi. Je te les confie !",PASSION24.HOUR.18.P031#R00,KEEP_CURRENT_BREAK,JESUS,156,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,cab11dcd32a14a026be338b346679636e6f34ba5753e7927f0938690916b343f,156
cf1e6bc6987f1206,NO_CHANGE," Mon Bien dénudé, tandis qu’avec Toi je répare, je Te prie qu’au moyen de tes Mains infiniment saintes Tu me dépouilles de tout et que Tu ne permettes à aucune affection mauvaise d",,148,True,148,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.18.P113,148,"Ah ! oui ! chacune de ces offenses est une mort que Je ressens. Si Je ne meurs pas, c’est parce que la Volonté de mon Père Éternel le veut ainsi !",PASSION24.HOUR.18.P113#R00,KEEP_CURRENT_BREAK,JESUS,148,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,cb4b37cbd6dedf7076f2bf3d846746085161caa027dc233a6577133b8fdae357,148
95b4ea735113f996,NO_CHANGE," Mais, qui peut dire tout ce que mon doux Jésus a dit sur la Croix ? Et tandis que Jésus parle ainsi, ses bourreaux Lui ordonnent de S’étendre sur la Croix. Il leur obéit prompteme",,95,True,95,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.19.P018,95,"Et par toi Je donnerai de copieux Héritages, Victoires, Triomphes et Couronnes à mes enfants.",PASSION24.HOUR.19.P018#R00,KEEP_CURRENT_BREAK,JESUS,95,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,52eb8baa16a1bc6b09855b603038e76a0c8f5e64939e8e0427cb0944cc5ee541,95
401e90823d4cf900,NO_CHANGE," Mon Jésus plein d’amertume, ma voix, fondue dans la Tienne, veut faire face à toutes ces offenses.",,145,True,145,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.19.P126,145,"Pitié, pitié pour la pauvre créature ! Moi Je réponds d’elle par ma Langue rendue amère par le fiel, desséchée par la Soif, brûlée par l’Amour.",PASSION24.HOUR.19.P126#R00,KEEP_CURRENT_BREAK,JESUS,145,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,59fd3c15dea84b0c07649f2b9217e8f0245990670767e842891fc56234f59930,145
1872e87a78c075c7,NO_CHANGE," Mon Jésus, ton Amour est un doux enchantement pour moi et me pousse à faire ce que Tu fais.",,119,True,119,QUOTE_CLOSE_IS_HOST_SENTENCE_END,PASSION24.HOUR.19.P137,119,"Au contraire, Je T’attirerai de plus en plus près d’elles, pour que Tu déverses sur elles tes Grâces de Miséricorde !",PASSION24.HOUR.19.P137#R00,KEEP_CURRENT_BREAK,JESUS,119,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.,35229feb7a00d6db2836a7aef77e8607ce78b3777ead92853d7ce41136ead797,119
