alias_key,current_break_hidden_during_decision,expected_break_offset,host_sentence_status,lane,masked_host_text,paragraph_id,row_id,semantic_disposition,speaker,syntactic_rationale
b0f82f05b9006a1e,True,147,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,⟦Q:JESUS⟧ » Puis il me semble entendre que Tu appelles à l’aide ta chère Maman :,PASSION24.HOUR.07.P015,PASSION24.HOUR.07.P015#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
65055d1d82325a20,True,22,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Jésus, chacun de tes Gémissements est une blessure à mon cœur. Je fais miens ton Sang, ton Vouloir, ton Zèle ardent, ton Amour.",PASSION24.HOUR.07.P030,PASSION24.HOUR.07.P030#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
6aeefd2b88884121,True,228,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"« ⟦Q:JESUS⟧ » Ô Jésus agonisant, ta Vie est sur le point de s’éteindre. J’entends tes gémissements. Tes beaux Yeux sont voilés par la mort toute proche. Tous tes Membres cèdent et Tu sembles ne plus respirer. Mon cœur est brisé de douleur. Je T’embrasse et je Te sens gelé. Je Te secoue et Tu ne donnes pas signe de vie : « Jésus, es-Tu mort ? »",PASSION24.HOUR.07.P117,PASSION24.HOUR.07.P117#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
40788e4027f4361c,True,128,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon Jésus angoissé, puisque Tu as voulu porter en Toi ma mort, je Te prie de venir m’assister au moment de ma mort.",PASSION24.HOUR.07.P125,PASSION24.HOUR.07.P125#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
d9e7fca8725e0061,True,111,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"Ah ! comme elle m’est douce au cœur, la Parole que Tu adressas à Judas : « ⟦Q:JESUS⟧ » On dirait que c’est à moi aussi que Tu adresses cette Parole, non en m’appelant “ami”, mais en m’appelant du doux nom d’“enfant”.",PASSION24.HOUR.08.P007,PASSION24.HOUR.08.P007#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
841ee3707c4666e0,True,42,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"« ⟦Q:JESUS⟧ » Et je veux Te répondre : « Jésus, je viens pour T’aimer. »",PASSION24.HOUR.08.P008,PASSION24.HOUR.08.P008#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
4fe328c13798eea9,True,93,HOST_SENTENCE_CONTINUES,B_SEMANTIC_READING,"Tu me dis : « ⟦Q:JESUS⟧ » quand je me réveille le matin ou quand je Te prie. Tu me répètes : « ⟦Q:JESUS⟧ » à travers la sainte Hostie, quand je viens Te recevoir dans mon cœur. Quel beau rappel pour moi !",PASSION24.HOUR.08.P009,PASSION24.HOUR.08.P009#R00,RELOCATE_BREAK_TO_HOST_SENTENCE_END,JESUS,La proposition porteuse « Tu me dis … quand je… » continue après la question citée et se termine après « prie. ».
6906fb4659e581eb,True,210,HOST_SENTENCE_CONTINUES,B_SEMANTIC_READING,"Tu me dis : « ⟦Q:JESUS⟧ » quand je me réveille le matin ou quand je Te prie. Tu me répètes : « ⟦Q:JESUS⟧ » à travers la sainte Hostie, quand je viens Te recevoir dans mon cœur. Quel beau rappel pour moi !",PASSION24.HOUR.08.P009,PASSION24.HOUR.08.P009#R01,RELOCATE_BREAK_TO_HOST_SENTENCE_END,JESUS,La proposition porteuse « Tu me répètes … à travers… » continue après la question citée et se termine après « cœur. ».
05e514410f59e6aa,True,,HOST_SENTENCE_CONTINUES,B_SEMANTIC_READING,"Mais combien, à ton « ⟦Q:JESUS⟧ » répondent : « Je viens pour T’offenser ! »",PASSION24.HOUR.08.P010,PASSION24.HOUR.08.P010#R00,REMOVE_BREAK_NO_REPLACEMENT,JESUS,Le verbe « répondent » gouverne le complément contenant la citation ; la phrase porteuse se termine au record end.
952ca05a8b6285c3,True,34,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"Alors Tu leur dis : « ⟦Q:JESUS⟧ » Par ces simples paroles, Tu dis tout. Tu Te fais connaître pour ce que Tu es. Tant et si bien que tes ennemis tremblent et tombent à la renverse, comme morts.",PASSION24.HOUR.08.P014,PASSION24.HOUR.08.P014#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
abc8c05392d2e76b,True,145,HOST_SENTENCE_CONTINUES,B_SEMANTIC_READING,"Et Toi, ô Amour, c’est par un autre « ⟦Q:JESUS⟧ » que Tu les rappelles à la Vie et que, de ta propre initiative, Tu Te places entre leurs mains. Et eux, perfides et ingrats, au lieu de s’humilier et de trembler à tes pieds pour Te demander pardon, ils abusent de ta Bonté et ils méprisent tes Grâces et tes Prodiges, ils Te mettent les Mains dans le dos et, avec des cordes et des chaînes, Te lient, Te serrent, Te jettent par terre, Te foulent aux pieds, Te tirent par les Cheveux. Et Toi, avec une patience inouïe, Tu Te tais, Tu souffres et Tu répares les offenses qui, malgré tes Miracles, sont faites obstinément. Par les cordes et les chaînes que Tu supportes, Tu brises les chaînes de nos fautes et Tu nous attaches par la douce chaîne de l’Amour.",PASSION24.HOUR.08.P015,PASSION24.HOUR.08.P015#R00,RELOCATE_BREAK_TO_HOST_SENTENCE_END,JESUS,La construction corrélative « c’est par … que … » continue après « Me voici ! » et se termine avant « Et eux… ».
2b5ffe70fd5050ff,True,147,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Oui, mon Jésus, avec l’aide de ta Grâce et en m’identifiant à ta Divine Volonté je Te promets de ne jamais Te laisser seul.",PASSION24.HOUR.09.P010,PASSION24.HOUR.09.P010#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
84346c9896e8f9e5,True,206,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"Il T’interroge sur ta Doctrine et tes disciples. Et Toi, ô Jésus, pour défendre la Gloire du Père, Tu réponds d’une Voix sonore et digne : « ⟦Q:JESUS⟧ » À ces Paroles, tous tremblent. Perfidement, un serviteur s’approche de Toi. D’une main ferrée, il Te donne une gifle si forte qu’elle Te fait chanceler et rend livide ton doux Visage !",PASSION24.HOUR.10.P002,PASSION24.HOUR.10.P002#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
ab3b3fe4d163763e,True,141,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon doux Amour, le vacarme de tes ennemis est si considérable qu’il m’empêche de prendre un peu de sommeil. Les coups deviennent plus violents. J’entends le bruit des chaînes avec lesquelles ils T’ont attaché si fermement que de tes Poignets jaillit du Sang, lequel marque ces rues.",PASSION24.HOUR.11.P010,PASSION24.HOUR.11.P010#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
ab96671683722f9f,True,251,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon Bien renié, comme elles se reconnaissent vite les offenses de ceux qui Te sont les plus chers !",PASSION24.HOUR.11.P021,PASSION24.HOUR.11.P021#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
3db946d2e7c76415,True,125,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"« ⟦Q:JESUS⟧ » À ces Paroles solennelles, tous font silence et frissonnent d’épouvante. Après quelques instants de sa propre épouvante, Caïphe, furieux comme une bête féroce, dit à tous : « À quoi bon les témoins maintenant ? Il vient de proférer un grand blasphème. Qu’attendons-nous de plus pour le condamner ? Il est coupable de mort ! »",PASSION24.HOUR.11.P030,PASSION24.HOUR.11.P030#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
c9f76a28d9dbeec0,True,147,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"Tu me réponds : « ⟦Q:JESUS⟧ » Mon Jésus, à ma stupeur, je vois qu’au lieu de Te préoccuper de tes Peines, Tu penses avec un Amour indicible à glorifier le Père pour Le dédommager de nos négligences envers Lui, et Tu appelles toutes les âmes autour de Toi pour prendre tous leurs maux sur Toi et leur donner tous tes Biens.",PASSION24.HOUR.13.P005,PASSION24.HOUR.13.P005#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
b0d9150168887b94,True,162,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"« ⟦Q:JESUS⟧ » Pilate est surpris et touché par la suavité et la dignité de tes Paroles, et il Te dit : « Comment, Tu es roi ? »",PASSION24.HOUR.15.P005,PASSION24.HOUR.15.P005#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
c38781be3f326df5,True,103,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Comme elles sont réelles et incessantes nos décisions de faire passer Dieu en second, même chez ceux qui aiment Jésus !",PASSION24.HOUR.16.P015,PASSION24.HOUR.16.P015#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
5486aa91827726ef,True,76,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Jésus torturé, ton Amour passe d’un excès à l’autre. Je vois que tes bourreaux prennent des fouets de corde et Te battent sans pitié, à tel point que ton Corps infiniment saint devient tout livide.",PASSION24.HOUR.16.P028,PASSION24.HOUR.16.P028#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
cf41f2335bc92a4f,True,193,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Jésus, l’Amour avec lequel Tu souffres est si grand, que Tu excites presque tes bourreaux à Te battre davantage !",PASSION24.HOUR.16.P045,PASSION24.HOUR.16.P045#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
7b342a37d8e3fa4f,True,47,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Poursuivant dans leurs cruautés, tes ennemis Te font asseoir, déposent sur Toi une guenille de pourpre, prennent une couronne d’épines qu’ils viennent de fabriquer, et avec une furie infernale, la placent sur ta Tête adorable. Puis, à coups de bâton, ils Te font pénétrer les épines dans la Tête.",PASSION24.HOUR.17.P014,PASSION24.HOUR.17.P014#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
40e95396435d0052,True,154,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon Amour, je Te prie de me piquer les oreilles de tes épines, afin qu’elles puissent n’entendre que ta Voix, mes yeux pour qu’ils ne regardent que Toi, ma bouche pour que ma langue reste muette par rapport à tout ce qui pourrait T’offenser et libre pour Te louer et Te bénir en toutes choses.",PASSION24.HOUR.17.P027,PASSION24.HOUR.17.P027#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
02d24b2336098ce3,True,293,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon Amour, je vois que, Te voyant si mal en point, Pilate frissonne.",PASSION24.HOUR.17.P044,PASSION24.HOUR.17.P044#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
1a03dce1bad598ae,True,61,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"À chacun de tes gémissements, je T’entends dire : « ⟦Q:JESUS⟧ » Chaque goutte de ton Sang proclame : « ⟦Q:JESUS⟧ »",PASSION24.HOUR.18.P002,PASSION24.HOUR.18.P002#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
1f0a4a6441e89e55,True,156,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Anxieux, Tu Te la fais placer sur tes Épaules infiniment saintes. Ah ! mon Jésus, ta Croix est trop légère pour ton Amour. Mais à son poids s’ajoute celui de nos fautes, aussi lourd que toute la terre. Mon Bien, Tu Te sens écrasé sous le poids de tant de fautes.",PASSION24.HOUR.18.P031,PASSION24.HOUR.18.P031#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
cf1e6bc6987f1206,True,148,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon Bien dénudé, tandis qu’avec Toi je répare, je Te prie qu’au moyen de tes Mains infiniment saintes Tu me dépouilles de tout et que Tu ne permettes à aucune affection mauvaise d’entrer dans mon cœur.",PASSION24.HOUR.18.P113,PASSION24.HOUR.18.P113#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
95b4ea735113f996,True,95,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mais, qui peut dire tout ce que mon doux Jésus a dit sur la Croix ? Et tandis que Jésus parle ainsi, ses bourreaux Lui ordonnent de S’étendre sur la Croix. Il leur obéit promptement, réparant ainsi nos désobéissances.",PASSION24.HOUR.19.P018,PASSION24.HOUR.19.P018#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
401e90823d4cf900,True,145,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon Jésus plein d’amertume, ma voix, fondue dans la Tienne, veut faire face à toutes ces offenses.",PASSION24.HOUR.19.P126,PASSION24.HOUR.19.P126#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
1872e87a78c075c7,True,119,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon Jésus, ton Amour est un doux enchantement pour moi et me pousse à faire ce que Tu fais.",PASSION24.HOUR.19.P137,PASSION24.HOUR.19.P137#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
a886a0a5ee8c4351,True,150,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:FATHER⟧ » Mais Toi, ô mon Jésus, triomphant de tout, Tu défends même ces âmes, Tu endigues par l’Amour immense de ton Cœur les vagues des amertumes et des blessures qu’elles Te procurent.",PASSION24.HOUR.19.P165,PASSION24.HOUR.19.P165#R00,KEEP_CURRENT_BREAK,FATHER,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
7412234217fb4dfb,True,63,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"« ⟦Q:JESUS⟧ » Et, de nouveau, Tu Te renfermes dans le silence, Tu es plongé dans des Souffrances inouïes.",PASSION24.HOUR.20.P010,PASSION24.HOUR.20.P010#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
d7c11dface130a12,True,,HOST_SENTENCE_CONTINUES,B_SEMANTIC_READING,Troisième Parole : Jésus dit à sa Maman : « ⟦Q:JESUS⟧ » et à Jean : « ⟦Q:JESUS⟧ »,PASSION24.HOUR.21.P020,PASSION24.HOUR.21.P020#R00,REMOVE_BREAK_NO_REPLACEMENT,JESUS,Coordination unique : « Jésus dit à sa Maman … et à Jean … » jusqu’à la fin du record.
79b490e87bb8bb75,True,137,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"Il Te fait dire : « ⟦Q:JESUS⟧ » Leur ayant tout donné, Tu n’as plus rien à donner aux créatures. Tu tournes ton Regard suppliant vers ta Maman. Elle comme Toi, se sent crucifiée à cause de tes Souffrances et de l’Amour qui la torture.",PASSION24.HOUR.21.P023,PASSION24.HOUR.21.P023#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
618d4ab7c3b051aa,True,,HOST_SENTENCE_CONTINUES,B_SEMANTIC_READING,"En associant Jean à tout le genre humain, Tu dis à Marie d’une Voix remplie de tendresse : « ⟦Q:JESUS⟧ » et Tu dis à Jean : « ⟦Q:JESUS⟧ »",PASSION24.HOUR.21.P025,PASSION24.HOUR.21.P025#R00,REMOVE_BREAK_NO_REPLACEMENT,JESUS,Coordination unique : « Tu dis à Marie … et Tu dis à Jean … » jusqu’à la fin du record.
0f7c3736b10d5e6a,True,216,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"« ⟦Q:JESUS⟧ » Et ta sainte Maman accepte. Je veux ici, ô mon Jésus, réparer les offenses qui sont faites à ta Très Sainte Mère, les blasphèmes et les ingratitudes de tant de gens qui ne veulent pas reconnaître le grand Bienfait que Tu as accordé à tous, en nous donnant Marie comme Mère.",PASSION24.HOUR.21.P027,PASSION24.HOUR.21.P027#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
08ab065b41606d33,True,86,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"⟦Q:JESUS⟧ » Mon Amour, combien je suis désolée ! Tu T’essouffles !",PASSION24.HOUR.21.P068,PASSION24.HOUR.21.P068#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
e53ec81f1080f204,True,160,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"Par l’eau que Tu aimerais boire, Tu voudrais nous mettre tous en sûreté à l’intérieur de Toi. Rassemblant tes forces très affaiblies, Tu cries : « ⟦Q:JESUS⟧ » Ah ! cette Parole, Tu la dis de tout ton divin Cœur :",PASSION24.HOUR.22.P006,PASSION24.HOUR.22.P006#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
9a9469d0093535c2,True,23,QUOTE_CLOSE_IS_HOST_SENTENCE_END,B_SEMANTIC_READING,"« ⟦Q:JESUS⟧ » Ô mon Jésus, Tu as déjà tout épuisé. Il ne Te reste rien d’autre. L’Amour est parvenu à son terme. Et moi, me suis-je consumée tout entière par amour ? Quels remerciements ne devrais-je pas Te faire. Quelle ne devrait pas être ma gratitude envers Toi ?",PASSION24.HOUR.22.P022,PASSION24.HOUR.22.P022#R00,KEEP_CURRENT_BREAK,JESUS,La parole directe est syntaxiquement close à cette frontière ; le texte extérieur suivant ouvre une nouvelle phrase/unité indépendante.
