path,line,line_text,line_type,status,evidence_type,evidence_path,evidence_detail
reports/CONTINUITY_REPAIR_LEDGER.csv,1,"item,pair,status,evidence",CLAIM_OR_STRUCTURE,PASS,REPORT_SCHEMA,reports/CONTINUITY_REPAIR_LEDGER.csv,CSV schema for exact five-row repair ledger.
reports/CONTINUITY_REPAIR_LEDGER.csv,2,"C01,H03 P012→P013,PASS,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,TARGET_RUNTIME_MATRIX,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json,Target pair exercised across five profiles.
reports/CONTINUITY_REPAIR_LEDGER.csv,3,"C02,H13 P011→P013,PASS,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,TARGET_RUNTIME_MATRIX,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json,Target pair exercised across five profiles.
reports/CONTINUITY_REPAIR_LEDGER.csv,4,"C03,H15 P014→P015,PASS,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,TARGET_RUNTIME_MATRIX,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json,Target pair exercised across five profiles.
reports/CONTINUITY_REPAIR_LEDGER.csv,5,"C04,H19 P183→P184,PASS,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,TARGET_RUNTIME_MATRIX,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json,Target pair exercised across five profiles.
reports/CONTINUITY_REPAIR_LEDGER.csv,6,"C05,H19 P185→P186,PASS,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,TARGET_RUNTIME_MATRIX,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json,Target pair exercised across five profiles.
reports/CONTINUITY_UNIVERSE.md,1,# Approved cross-record continuity universe — v101.124,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Approved five-pair universe and exhaustive strong candidate scan.
reports/CONTINUITY_UNIVERSE.md,3,1. `PASSION24.HOUR.03.P012` → `PASSION24.HOUR.03.P013`,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Approved five-pair universe and exhaustive strong candidate scan.
reports/CONTINUITY_UNIVERSE.md,4,2. `PASSION24.HOUR.13.P011` → `PASSION24.HOUR.13.P013`,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Approved five-pair universe and exhaustive strong candidate scan.
reports/CONTINUITY_UNIVERSE.md,5,3. `PASSION24.HOUR.15.P014` → `PASSION24.HOUR.15.P015`,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Approved five-pair universe and exhaustive strong candidate scan.
reports/CONTINUITY_UNIVERSE.md,6,4. `PASSION24.HOUR.19.P183` → `PASSION24.HOUR.19.P184`,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Approved five-pair universe and exhaustive strong candidate scan.
reports/CONTINUITY_UNIVERSE.md,7,5. `PASSION24.HOUR.19.P185` → `PASSION24.HOUR.19.P186`,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Approved five-pair universe and exhaustive strong candidate scan.
reports/CONTINUITY_UNIVERSE.md,9,The exhaustive candidate audit found three strong comma→lowercase grammatical continuations; all three are in the approved universe. The two Hour-19 pairs are source/adjudication-backed continuities outside that heuristic. No additional strong ungrouped comma→lowercase candidate remains.,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Approved five-pair universe and exhaustive strong candidate scan.
reports/CONTINUITY_UNIVERSE.md,10,Evidence: `evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json`.,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Approved five-pair universe and exhaustive strong candidate scan.
reports/build_script_vs_files_audit.md,1,# Build script vs files — v101.124,CLAIM_OR_STRUCTURE,PASS,FULL_BUILD_REPRODUCTION,evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json,Current full builder reproduces complete source tree from immutable v101.123 baseline.
reports/build_script_vs_files_audit.md,3,- Status: **PASS**.,CLAIM_OR_STRUCTURE,PASS,FULL_BUILD_REPRODUCTION,evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json,Current full builder reproduces complete source tree from immutable v101.123 baseline.
reports/build_script_vs_files_audit.md,4,- Baseline: immutable v101.123 ZIP SHA-256 `2959dfb832521af6f810d5f6b30ee187448aa799900993fd54ceae2b7c252b0d`.,CLAIM_OR_STRUCTURE,PASS,FULL_BUILD_REPRODUCTION,evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json,Current full builder reproduces complete source tree from immutable v101.123 baseline.
reports/build_script_vs_files_audit.md,5,- Builder: `scripts/build_v101124_full_package_reconciliation.py`.,CLAIM_OR_STRUCTURE,PASS,FULL_BUILD_REPRODUCTION,evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json,Current full builder reproduces complete source tree from immutable v101.123 baseline.
reports/build_script_vs_files_audit.md,6,- Contract: baseline extraction + exact `metadata/full_build_overlay_manifest.json` reproduces the complete current package-source tree; hash manifest reconciliation is mandatory.,CLAIM_OR_STRUCTURE,PASS,FULL_BUILD_REPRODUCTION,evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json,Current full builder reproduces complete source tree from immutable v101.123 baseline.
reports/build_script_vs_files_audit.md,7,- Deterministic ZIP freeze occurs only after all current reports/tooling/manifests are final.,CLAIM_OR_STRUCTURE,PASS,FULL_BUILD_REPRODUCTION,evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json,Current full builder reproduces complete source tree from immutable v101.123 baseline.
reports/build_script_vs_files_audit.md,8,Evidence: `evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json`.,CLAIM_OR_STRUCTURE,PASS,FULL_BUILD_REPRODUCTION,evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json,Current full builder reproduces complete source tree from immutable v101.123 baseline.
reports/current_metadata_semantic_consistency.md,1,# Current metadata and semantic consistency — v101.124,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,3,- APP_VERSION: `v101.124`.,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,4,- Stage: `CROSS_RECORD_CONTINUITY_INLINE_FLOW_CLOSURE_R1`.,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,5,- Service-worker cache: `luisa-24h-v101-124`.,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,6,- Storage schema: 8; personal snapshot: 5.,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,7,- Canonical devotional text: unchanged.,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,8,- Speaker/presentation authorities: unchanged.,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,9,- `CONTINUITY_GROUPS`: exactly five approved pairs; only authorized declaration delta versus v101.123.,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,10,- Final release status remains prefreeze/conditional until both reopened-ZIP audits pass.,CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/current_metadata_semantic_consistency.md,11,"Evidence: `version.json`, `index.html`, `evidence/v101124/PROTECTED_DECLARATION_PARITY.json`.",CLAIM_OR_STRUCTURE,PASS,CURRENT_METADATA_AND_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Current identity is in version/index/SW; protected semantic authority verified by parity evidence.
reports/four_pass_deep_audit.md,1,# v101.124 four-pass deep audit — prefreeze,CLAIM_OR_STRUCTURE,PASS,REPORT_STRUCTURE,reports/four_pass_deep_audit.md,Non-claim structural/report line.
reports/four_pass_deep_audit.md,3,- Pass 1 — files vs build script: **PASS**.,CLAIM_OR_STRUCTURE,PASS,FULL_BUILD_REPRODUCTION,evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json,Pass 1 direct build reproduction.
reports/four_pass_deep_audit.md,4,- Pass 2 — runtime/package behaviour: **PASS**.,CLAIM_OR_STRUCTURE,PASS,FULL_REGRESSION_MATRIX,reports/full_regression_matrix.csv,Pass 2 executed runtime/package gate matrix.
reports/four_pass_deep_audit.md,5,- Pass 3 — active current report lines vs direct evidence: **PASS**.,CLAIM_OR_STRUCTURE,PASS,ACTIVE_LINE_AUDIT,evidence/v101124/ACTIVE_REPORT_LINE_AUDIT_SUMMARY.json,Pass 3 exact current report-line evidence summary.
reports/four_pass_deep_audit.md,6,"- Pass 4 — stale references, semantic assumptions, contradictions: **PASS**.",CLAIM_OR_STRUCTURE,PASS,STALE_SCANS,evidence/v101124/SEMANTIC_STALE_SCAN.json,Pass 4 semantic scan plus VERSION_STALE_SCAN current evidence.
reports/four_pass_deep_audit.md,7,- Continuity repair universe: exactly five approved pairs.,CLAIM_OR_STRUCTURE,PASS,CANDIDATE_UNIVERSE_AUDIT,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Exact five-pair approved universe.
reports/four_pass_deep_audit.md,8,- Canonical devotional wording: unchanged.,CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,CORPUS expression unchanged.
reports/four_pass_deep_audit.md,9,- Protected declarations: 13 unchanged + one exact authorised `CONTINUITY_GROUPS` delta.,CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,13 unchanged + authorised continuity delta.
reports/four_pass_deep_audit.md,10,- Physical-device/live-origin/PWA/offline/accessibility: **NOT TESTED** for v101.124.,CLAIM_OR_STRUCTURE,PASS,RELEASE_METADATA,version.json,Current v101.124 external gates explicitly NOT_TESTED.
reports/four_pass_deep_audit.md,11,- Final reopened-ZIP audits: external/post-freeze only; no prefreeze report claims them PASS.,CLAIM_OR_STRUCTURE,PASS,RELEASE_LIFECYCLE,metadata/release_evidence_lifecycle.json,Postfreeze reopen results are external-only by contract.
reports/four_pass_deep_audit.md,12,"Evidence: `reports/full_regression_matrix.csv`, `evidence/v101124/ACTIVE_REPORT_LINE_AUDIT_SUMMARY.json`, `evidence/v101124/VERSION_STALE_SCAN.json`, `evidence/v101124/SEMANTIC_STALE_SCAN.json`, `evidence/v101124/FULL_PACKAGE_BUILD_REPRODUCTION.json`.",CLAIM_OR_STRUCTURE,PASS,REPORT_STRUCTURE,reports/four_pass_deep_audit.md,Non-claim structural/report line.
reports/full_regression_matrix.csv,1,"gate,result,status,evidence",CLAIM_OR_STRUCTURE,PASS,REPORT_SCHEMA,reports/full_regression_matrix.csv,Regression matrix schema.
reports/full_regression_matrix.csv,2,"continuity_runtime,215/215,PASS,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/CONTINUITY_RUNTIME_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,3,"continuity_candidate_universe,5 approved; no extra strong ungrouped,PASS,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/CONTINUITY_CANDIDATE_AUDIT.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,4,"continuity_mutation_detection,9/9,PASS,evidence/v101124/CONTINUITY_MUTATION_TESTS.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/CONTINUITY_MUTATION_TESTS.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,5,"hour24_state,16/16,PASS,evidence/v101124/HOUR24_STATE_TRANSITION_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/HOUR24_STATE_TRANSITION_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,6,"hour24_five_profile_ux,70/70,PASS,evidence/v101124/HOUR24_FIVE_PROFILE_UX_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/HOUR24_FIVE_PROFILE_UX_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,7,"help,70/70,PASS,evidence/v101124/HELP_BROWSER_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/HELP_BROWSER_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,8,"broad_runtime,52/52,PASS,evidence/v101124/BROAD_CHROMIUM_RUNTIME_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/BROAD_CHROMIUM_RUNTIME_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,9,"quoted_span_fixed_point,0/0 defects; 398 presentation spans,PASS,evidence/v101124/fixed/M1_FIXED_POINT_SUMMARY.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/fixed/M1_FIXED_POINT_SUMMARY.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,10,"presentation,1990/1990,PASS,evidence/v101124/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,11,"service_worker,15/15,PASS,evidence/v101124/SERVICE_WORKER_LOGIC_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/SERVICE_WORKER_LOGIC_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,12,"independent_hour24,55/55,PASS,evidence/v101124/INDEPENDENT_HOUR24_PROBE.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/INDEPENDENT_HOUR24_PROBE.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,13,"independent_runtime,50/50,PASS,evidence/v101124/INDEPENDENT_RUNTIME_SMOKE.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/INDEPENDENT_RUNTIME_SMOKE.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,14,"independent_presentation,1990/1990,PASS,evidence/v101124/INDEPENDENT_PRESENTATION_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/INDEPENDENT_PRESENTATION_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,15,"protected_declarations,13 unchanged + 1 authorized continuity delta,PASS,evidence/v101124/PROTECTED_DECLARATION_PARITY.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,16,"independent_continuity,205/205,PASS,evidence/v101124/INDEPENDENT_CONTINUITY_PROBE.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/INDEPENDENT_CONTINUITY_PROBE.json,Exact gate result is recorded in referenced current evidence.
reports/full_regression_matrix.csv,17,"hour24_mutation_detection,12/12,PASS,evidence/v101124/HOUR24_MUTATION_TEST_MATRIX.json",CLAIM_OR_STRUCTURE,PASS,EXECUTED_GATE_EVIDENCE,evidence/v101124/HOUR24_MUTATION_TEST_MATRIX.json,Exact gate result is recorded in referenced current evidence.
reports/protected_declaration_parity.csv,1,"declaration,baseline_sha256,current_sha256,status,detail",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,2,"CORPUS,1dfd24bcd5cb353e14afb31348fef350c8fb56c14e407489eae8709c958380a5,1dfd24bcd5cb353e14afb31348fef350c8fb56c14e407489eae8709c958380a5,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,3,"TEXT_LIBRARY,09329a9751035ab32b3fbde518ab78163425316ba156a04b69e187ab58fa85e5,09329a9751035ab32b3fbde518ab78163425316ba156a04b69e187ab58fa85e5,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,4,"HOUR_LINKED_TEXTS,abffddceeaf11cd74f043bea1d97568f2bd1ba28fb1fbc541610d282039c0095,abffddceeaf11cd74f043bea1d97568f2bd1ba28fb1fbc541610d282039c0095,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,5,"INTERNAL_SUBHEADINGS,2cdc80893e8afad04d8990d3f7cbd240367fbbac51a360a1d12dcf46636708ae,2cdc80893e8afad04d8990d3f7cbd240367fbbac51a360a1d12dcf46636708ae,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,6,"DISPLAY_SEGMENTS,141be59c6a94231ffea999c3706e70580e894ba9eb3ec60912e8b1fe5614b222,141be59c6a94231ffea999c3706e70580e894ba9eb3ec60912e8b1fe5614b222,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,7,"CONTINUITY_GROUPS,3d1cb5f01010bf9b38f86a16cf6b9bb7e4be128b6fe21eca2894c23dbababc2d,1ab140d3c155fa2dde654af4c1095678b6c8d02acb0351e8e9441fe7652aa702,AUTHORIZED_DELTA,add exactly PASSION24.HOUR.15.P014 → PASSION24.HOUR.15.P015; retain four baseline groups",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,8,"LDC_LIBRARY_FLOW_LAYOUT,7d10dd43644daef8104fc591b08c43f351e592601a756bcf3c433588f9c728d2,7d10dd43644daef8104fc591b08c43f351e592601a756bcf3c433588f9c728d2,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,9,"SPEECH_END_VISUAL_BREAKS,06a1c250f4f9020d236bfcbeb412580f000380d49dc1348a7bdb5a2a244aa263,06a1c250f4f9020d236bfcbeb412580f000380d49dc1348a7bdb5a2a244aa263,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,10,"SPEECH_CROSS_RECORD_VISUAL_BREAKS,bcf0c384462ba8c28d5b12c79cdd1ce8adb9e211809011ffbbb2888779022a48,bcf0c384462ba8c28d5b12c79cdd1ce8adb9e211809011ffbbb2888779022a48,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,11,"SPEECH_DATA,388b52f0f140f4c3b4c8f91fd3b296550ad7bd58238810165738047e20528162,388b52f0f140f4c3b4c8f91fd3b296550ad7bd58238810165738047e20528162,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,12,"VISIBLE_PARAGRAPH_TOPOLOGY,89d64b9e30edaed0589d2c3133bca116bda6cee2184e16078df9c676ef6a2e2f,89d64b9e30edaed0589d2c3133bca116bda6cee2184e16078df9c676ef6a2e2f,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
reports/protected_declaration_parity.csv,13,"SPEECH_CROSS_RECORD_OPENING_WRAPPER_SUPPRESSIONS,c6cb3689dca85cc9fe29e03835e6153a4992c2ac3f47e28e33539f47fcfce68e,c6cb3689dca85cc9fe29e03835e6153a4992c2ac3f47e28e33539f47fcfce68e,PASS,byte-identical expression",CLAIM_OR_STRUCTURE,PASS,DECLARATION_HASH_PARITY,evidence/v101124/PROTECTED_DECLARATION_PARITY.json,Expression hashes prove 13 unchanged declarations and one authorised continuity delta.
