path,line,line_text,line_type,status,assertion_id,evidence_type,evidence_path,evidence_detail
reports/protected_declaration_parity.csv,8,"LDC_LIBRARY_FLOW_LAYOUT,84c6f7da244a8fee258733763a401c129aacd5c2960418597e1007317adab2b4,84c6f7da244a8fee258733763a401c129aacd5c2960418597e1007317adab2b4,PASS,byte-identical expression",DECLARATION_PARITY,PASS,A0071,DECLARATION_PARITY,evidence/v101125/PROTECTED_DECLARATION_PARITY.json,exact row match for LDC_LIBRARY_FLOW_LAYOUT
reports/protected_declaration_parity.csv,9,"SPEECH_END_VISUAL_BREAKS,d20b979b1a8529e9dcddf8973688e8db90a5228e874edce17e2a432b68a92809,d20b979b1a8529e9dcddf8973688e8db90a5228e874edce17e2a432b68a92809,PASS,byte-identical expression",DECLARATION_PARITY,PASS,A0072,DECLARATION_PARITY,evidence/v101125/PROTECTED_DECLARATION_PARITY.json,exact row match for SPEECH_END_VISUAL_BREAKS
reports/protected_declaration_parity.csv,10,"SPEECH_CROSS_RECORD_VISUAL_BREAKS,6017d1170165935c86fc12a2728b5c08869009d7d9d86fba5b4b48cd92e22a00,6017d1170165935c86fc12a2728b5c08869009d7d9d86fba5b4b48cd92e22a00,PASS,byte-identical expression",DECLARATION_PARITY,PASS,A0073,DECLARATION_PARITY,evidence/v101125/PROTECTED_DECLARATION_PARITY.json,exact row match for SPEECH_CROSS_RECORD_VISUAL_BREAKS
reports/protected_declaration_parity.csv,11,"SPEECH_DATA,dbac002c67051d11fbbbee589fdabf947ba98fac7f9e262f9b0269b6b29b0a12,dbac002c67051d11fbbbee589fdabf947ba98fac7f9e262f9b0269b6b29b0a12,PASS,byte-identical expression",DECLARATION_PARITY,PASS,A0074,DECLARATION_PARITY,evidence/v101125/PROTECTED_DECLARATION_PARITY.json,exact row match for SPEECH_DATA
reports/protected_declaration_parity.csv,12,"VISIBLE_PARAGRAPH_TOPOLOGY,e4eb1434ffe0e3891a15d4ceb5127d1f916721a53557b47dedcf674876c43603,e4eb1434ffe0e3891a15d4ceb5127d1f916721a53557b47dedcf674876c43603,PASS,byte-identical expression",DECLARATION_PARITY,PASS,A0075,DECLARATION_PARITY,evidence/v101125/PROTECTED_DECLARATION_PARITY.json,exact row match for VISIBLE_PARAGRAPH_TOPOLOGY
reports/protected_declaration_parity.csv,13,"SPEECH_CROSS_RECORD_OPENING_WRAPPER_SUPPRESSIONS,a4b68b83dfb91beed798ceb12a82110c20488d7fda9a4d037b4345dcc2bac96b,a4b68b83dfb91beed798ceb12a82110c20488d7fda9a4d037b4345dcc2bac96b,PASS,byte-identical expression",DECLARATION_PARITY,PASS,A0076,DECLARATION_PARITY,evidence/v101125/PROTECTED_DECLARATION_PARITY.json,exact row match for SPEECH_CROSS_RECORD_OPENING_WRAPPER_SUPPRESSIONS
reports/protected_declaration_parity.csv,14,"SPEECH_PRESENTATION_PROJECTION,1c117ed369c8af35f25491d295c5b9b0f7f8e77e3483687ec0a3d86542e25112,1c117ed369c8af35f25491d295c5b9b0f7f8e77e3483687ec0a3d86542e25112,PASS,byte-identical expression",DECLARATION_PARITY,PASS,A0077,DECLARATION_PARITY,evidence/v101125/PROTECTED_DECLARATION_PARITY.json,exact row match for SPEECH_PRESENTATION_PROJECTION
reports/protected_declaration_parity.csv,15,"SPEECH_PRESENTATION_ADJUDICATIONS,407ae8c46f1fa4f2017ad2d6c643875359a20241a0212e97c54b3e4140e11ad2,407ae8c46f1fa4f2017ad2d6c643875359a20241a0212e97c54b3e4140e11ad2,PASS,byte-identical expression",DECLARATION_PARITY,PASS,A0078,DECLARATION_PARITY,evidence/v101125/PROTECTED_DECLARATION_PARITY.json,exact row match for SPEECH_PRESENTATION_ADJUDICATIONS
reports/report_claims_vs_evidence_audit.md,1,# Report claims vs evidence — v101.125,STRUCTURE,PASS,A0079,STRUCTURE,reports/report_claims_vs_evidence_audit.md,heading/structure only
reports/report_claims_vs_evidence_audit.md,3,- Status: **PASS** only when both exact line coverage and claim-specific assertion checks pass.,REPORT_AUDIT_SELF,PASS,A0095,REPORT_AUDIT_SELF,evidence/v101125/REPORT_CLAIM_ASSERTIONS.json,overall report-line audit PASS iff exact coverage and claim assertions pass
reports/report_claims_vs_evidence_audit.md,4,- Current source-report universe is declared in `metadata/active_report_inventory.json`.,REPORT_AUDIT,PASS,A0080,REPORT_AUDIT,metadata/active_report_inventory.json,declared source-report universe equals actual current root report universe
reports/report_claims_vs_evidence_audit.md,5,- Historical reports under `reports/historical/` are excluded from current claims.,REPORT_AUDIT,PASS,A0081,REPORT_AUDIT,reports/historical/v101124,historical predecessor reports segregated
reports/report_claims_vs_evidence_audit.md,6,- `reports/active_report_line_audit.csv` is self-excluded from its own source universe.,REPORT_AUDIT,PASS,A0082,REPORT_AUDIT,metadata/active_report_inventory.json,self-excluded derived line-audit output declared
reports/report_claims_vs_evidence_audit.md,7,- Every nonblank source-report line is represented exactly once.,REPORT_AUDIT_SELF,PASS,A0096,REPORT_AUDIT_SELF,evidence/v101125/REPORT_CLAIM_ASSERTIONS.json,exact coverage reconstructed below from source universe
reports/report_claims_vs_evidence_audit.md,8,- Every claim line has a claim-specific evidence path and assertion ID; unrelated/generic evidence pointers are prohibited.,REPORT_AUDIT_SELF,PASS,A0097,REPORT_AUDIT_SELF,evidence/v101125/REPORT_CLAIM_ASSERTIONS.json,all non-self claim rows have claim-specific evidence and assertion id
