path,line,line_text,line_type,status,evidence_type,evidence_path,evidence_detail
reports/build_script_vs_files_audit.md,10,- Current build/audit tooling is inventoried in `metadata/current_tooling_inventory.json`.,CLAIM,PASS,TOOLING_INVENTORY,metadata/current_tooling_inventory.json,current/prefreeze/postfreeze/reused/historical tool classes explicitly inventoried
reports/current_metadata_semantic_consistency.md,1,# Current metadata semantic consistency — v101.122,STRUCTURE,PASS,STRUCTURE,SELF:reports/current_metadata_semantic_consistency.md,document/table structure; no execution result asserted
reports/current_metadata_semantic_consistency.md,3,**PASS**,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,5,- `root_html_twins` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,6,- `html_app_version` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,7,- `html_stage` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,8,- `version_json` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,9,- `manifest_json` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,10,- `sw_cache` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,11,- `storage_schema` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,12,- `personal_snapshot` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,13,- `help_unchanged` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/current_metadata_semantic_consistency.md,14,- `protected_14` — PASS,CLAIM,PASS,METADATA,evidence/v101122/CURRENT_METADATA_AUDIT.json,exact current metadata semantic check
reports/four_pass_deep_audit.md,1,# v101.122 four-pass deep audit,STRUCTURE,PASS,STRUCTURE,SELF:reports/four_pass_deep_audit.md,document/table structure; no execution result asserted
reports/four_pass_deep_audit.md,3,**PASS_PREFREEZE**,CLAIM,PASS,FOUR_PASS_SUMMARY,evidence/v101122/FOUR_PASS_PREFREEZE_SUMMARY.json,all four prefreeze passes reconciled
reports/four_pass_deep_audit.md,5,## Pass 1 — files vs build script,STRUCTURE,PASS,STRUCTURE,SELF:reports/four_pass_deep_audit.md,document/table structure; no execution result asserted
reports/four_pass_deep_audit.md,6,- Immutable v101.121 baseline hash: PASS.,CLAIM,PASS,HASH,evidence/v101122/V101121_BASELINE_FINAL_DECISION_LOCK_EXTERNAL.json,baseline exact hash/finality
reports/four_pass_deep_audit.md,7,- Current v101.122 builder reproduces the six governed runtime/release files byte-for-byte: PASS.,CLAIM,PASS,BUILD_REPRODUCTION,evidence/v101122/BUILD_RUNTIME_PARITY.json,runtime/release parity
reports/four_pass_deep_audit.md,8,- Protected declarations: 14/14 byte-identical.,CLAIM,PASS,PARITY,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,14/14
reports/four_pass_deep_audit.md,9,- `showHelp()` block: byte-identical to v101.121.,CLAIM,PASS,PARITY,evidence/v101122/HELP_PARITY.json,unchanged Help
reports/four_pass_deep_audit.md,10,- Current prefreeze tooling is packaged and executed; post-freeze reopen tooling is packaged for execution only after immutable ZIP freeze.,CLAIM,PASS,TOOLING,metadata/current_tooling_inventory.json,tool lifecycle classifications and syntax/run policy
reports/four_pass_deep_audit.md,12,## Pass 2 — runtime/package behaviour,STRUCTURE,PASS,STRUCTURE,SELF:reports/four_pass_deep_audit.md,document/table structure; no execution result asserted
reports/four_pass_deep_audit.md,13,- Hour-24 state matrix: 16/16 PASS.,CLAIM,PASS,RUNTIME,evidence/v101122/HOUR24_STATE_TRANSITION_MATRIX.json,16/16
reports/four_pass_deep_audit.md,14,- Five-profile Hour-24 UX matrix: 70/70 PASS.,CLAIM,PASS,RUNTIME,evidence/v101122/HOUR24_FIVE_PROFILE_UX_MATRIX.json,70/70
reports/four_pass_deep_audit.md,15,- Help browser: 70/70 PASS.,CLAIM,PASS,RUNTIME,evidence/v101122/HELP_BROWSER_MATRIX.json,70/70
reports/four_pass_deep_audit.md,16,- Broad Chromium: 52/52 PASS.,CLAIM,PASS,RUNTIME,evidence/v101122/BROAD_CHROMIUM_RUNTIME_MATRIX.json,52/52
reports/four_pass_deep_audit.md,17,- Quoted-span fixed point: Scanner A 0 / Scanner B 0 across 398 relevant spans.,CLAIM,PASS,FIXED_POINT,evidence/v101122/post_hour24_fixed_point/M1_FIXED_POINT_SUMMARY.json,A=0 B=0 398 relevant spans
reports/four_pass_deep_audit.md,18,"- Exhaustive presentation: 1,990/1,990 PASS.",CLAIM,PASS,PRESENTATION,evidence/v101122/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json,1990/1990
reports/four_pass_deep_audit.md,19,- Service-worker logic: 15/15 PASS.,CLAIM,PASS,SERVICE_WORKER,evidence/v101122/SERVICE_WORKER_LOGIC_MATRIX.json,15/15
reports/four_pass_deep_audit.md,20,- Mutation tests: 12/12 synthetic defects detected.,CLAIM,PASS,MUTATION,evidence/v101122/MUTATION_TEST_MATRIX.json,12/12 detected
reports/four_pass_deep_audit.md,21,- Independent Hour-24 probe: 55/55 PASS.,CLAIM,PASS,INDEPENDENT_RUNTIME,evidence/v101122/INDEPENDENT_HOUR24_PROBE.json,55/55
reports/four_pass_deep_audit.md,22,- Independent runtime smoke: 50/50 PASS.,CLAIM,PASS,INDEPENDENT_RUNTIME,evidence/v101122/INDEPENDENT_RUNTIME_SMOKE.json,50/50
reports/four_pass_deep_audit.md,23,"- Independent presentation: 1,990/1,990 PASS; 257 cross-record spans.",CLAIM,PASS,INDEPENDENT_PRESENTATION,evidence/v101122/INDEPENDENT_PRESENTATION_MATRIX.json,1990/1990; 257 cross-record spans
reports/four_pass_deep_audit.md,25,## Pass 3 — active reports vs direct evidence,STRUCTURE,PASS,STRUCTURE,SELF:reports/four_pass_deep_audit.md,document/table structure; no execution result asserted
reports/four_pass_deep_audit.md,26,- Every nonblank active-report line is bound to direct evidence in `reports/active_report_line_audit.csv`; generic presence-only evidence is prohibited.,CLAIM,PASS,REPORT_LINES,reports/active_report_line_audit.csv,exact active inventory line coverage with direct evidence binding
reports/four_pass_deep_audit.md,28,## Pass 4 — stale/contradiction/obsolete evidence,STRUCTURE,PASS,STRUCTURE,SELF:reports/four_pass_deep_audit.md,document/table structure; no execution result asserted
reports/four_pass_deep_audit.md,29,- Unexplained current-facing stale version/reference claims: 0.,CLAIM,PASS,STALE_SCAN,evidence/v101122/VERSION_STALE_SCAN.json,zero unexplained current-facing old-version references
reports/four_pass_deep_audit.md,30,- Obsolete current-tool semantic assumptions: 0.,CLAIM,PASS,SEMANTIC_STALE,evidence/v101122/SEMANTIC_STALE_SCAN.json,zero obsolete current-tool semantic assumptions
reports/four_pass_deep_audit.md,31,- Current completion authority remains canonical `getProgressSnapshot().complete` (24/24 explicit Méditée states).,CLAIM,PASS,DIRECT_REPORT,SELF:reports/four_pass_deep_audit.md,descriptive current report text; no standalone execution result beyond report-bound evidence
reports/four_pass_deep_audit.md,33,Final immutable ZIP reopen audits are external and are not claimed inside this package. Physical-device/live-origin gates remain NOT_TESTED.,LIMITATION,PASS,LIMITATION,version.json::real_device_status,postfreeze/device gates explicitly not claimed prefreeze
reports/full_regression_matrix.csv,1,"gate,check,status,evidence",STRUCTURE,PASS,STRUCTURE,SELF:reports/full_regression_matrix.csv,document/table structure; no execution result asserted
reports/full_regression_matrix.csv,2,"G01,v101.121 baseline finality,PASS,gate0/V101121_FINAL_DECISION_LOCK_EXTERNAL.json",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/V101121_BASELINE_FINAL_DECISION_LOCK_EXTERNAL.json,G01 direct gate evidence
reports/full_regression_matrix.csv,3,"G02,Runtime build reproduction,PASS,evidence/v101122/BUILD_RUNTIME_PARITY.json",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/BUILD_RUNTIME_PARITY.json,G02 direct gate evidence
reports/full_regression_matrix.csv,4,"G03,Protected declarations,PASS,14/14; evidence/v101122/PROTECTED_DECLARATION_PARITY.json",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/PROTECTED_DECLARATION_PARITY.json,G03 direct gate evidence
reports/full_regression_matrix.csv,5,"G04,Help function parity,PASS,evidence/v101122/HELP_PARITY.json",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/HELP_PARITY.json,G04 direct gate evidence
reports/full_regression_matrix.csv,6,"G05,JavaScript syntax,PASS,evidence/v101122/JAVASCRIPT_SYNTAX_CHECK.json",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/JAVASCRIPT_SYNTAX_CHECK.json,G05 direct gate evidence
reports/full_regression_matrix.csv,7,"G06,Service-worker syntax,PASS,evidence/v101122/SERVICE_WORKER_SYNTAX_CHECK.json",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/SERVICE_WORKER_SYNTAX_CHECK.json,G06 direct gate evidence
reports/full_regression_matrix.csv,8,"G07,Hour-24 state transition matrix,PASS,16/16",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/HOUR24_STATE_TRANSITION_MATRIX.json,G07 direct gate evidence
reports/full_regression_matrix.csv,9,"G08,Five-profile Hour-24 UX matrix,PASS,70/70",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/HOUR24_FIVE_PROFILE_UX_MATRIX.json,G08 direct gate evidence
reports/full_regression_matrix.csv,10,"G09,Help browser matrix,PASS,70/70",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/HELP_BROWSER_MATRIX.json,G09 direct gate evidence
reports/full_regression_matrix.csv,11,"G10,Broad Chromium runtime,PASS,52/52",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/BROAD_CHROMIUM_RUNTIME_MATRIX.json,G10 direct gate evidence
reports/full_regression_matrix.csv,12,"G11,Quoted-span fixed point,PASS,A=0 B=0 spans=398",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/post_hour24_fixed_point/M1_FIXED_POINT_SUMMARY.json,G11 direct gate evidence
reports/full_regression_matrix.csv,13,"G12,Exhaustive presentation matrix,PASS,1990/1990",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json,G12 direct gate evidence
reports/full_regression_matrix.csv,14,"G13,Service-worker logic,PASS,15/15",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/SERVICE_WORKER_LOGIC_MATRIX.json,G13 direct gate evidence
reports/full_regression_matrix.csv,15,"G14,Mutation tests,PASS,12/12",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/MUTATION_TEST_MATRIX.json,G14 direct gate evidence
reports/full_regression_matrix.csv,16,"G15,Independent Hour-24 browser probe,PASS,55/55",CLAIM,PASS,REGRESSION_GATE,evidence/v101122/INDEPENDENT_HOUR24_PROBE.json,G15 direct gate evidence
reports/full_regression_matrix.csv,17,"G16,Physical iPhone/iPad/Samsung,NOT_TESTED,external real-device gate",CLAIM,PASS,REGRESSION_GATE,version.json::real_device_status,G16 direct gate evidence
reports/full_regression_matrix.csv,18,"G17,Installed PWA / true offline cold reopen,NOT_TESTED,external live-origin/device gate",CLAIM,PASS,REGRESSION_GATE,version.json::real_device_status,G17 direct gate evidence
reports/full_regression_matrix.csv,19,"G18,VoiceOver/TalkBack,NOT_TESTED,external device/AT gate",CLAIM,PASS,REGRESSION_GATE,version.json::real_device_status,G18 direct gate evidence
reports/no_regression_fix_ledger.csv,1,"item_id,target_function_or_block,baseline_evidence,authorised_change,protected_dependencies,targeted_test,mini_regression,independent_recheck,redo_count,final_status",STRUCTURE,PASS,STRUCTURE,SELF:reports/no_regression_fix_ledger.csv,document/table structure; no execution result asserted
reports/no_regression_fix_ledger.csv,2,"H24-01,buildHourEndActions(),verified v101.121 function block,separate Hour-level actions; Hour24 gets reflection/linked/top,protected declarations; Hours1-23,evidence/v101122/per_item_results/H24-01_TARGETED.json 2/2 PASS,evidence/v101122/per_item_results/H24-01_MINI.json PASS,evidence/v101122/per_item_results/H24-01_INDEPENDENT.json PASS,0,PASS",CLAIM,PASS,PER_ITEM_LEDGER,evidence/v101122/per_item_results/H24-01_TARGETED.json,H24-01 targeted + mini + independent results; ledger records any redo
reports/no_regression_fix_ledger.csv,3,"H24-02,buildHour24CyclePanel()+renderReader(),hour24 terminal branch is hour_number-based,add incomplete/complete cycle panel from getProgressSnapshot(),progress state; corpus/speech untouched,evidence/v101122/per_item_results/H24-02_TARGETED.json 3/3 PASS after contract-case correction,evidence/v101122/per_item_results/H24-02_MINI.json PASS,evidence/v101122/per_item_results/H24-02_INDEPENDENT.json PASS,1,PASS",CLAIM,PASS,PER_ITEM_LEDGER,evidence/v101122/per_item_results/H24-02_TARGETED.json,H24-02 targeted + mini + independent results; ledger records any redo
reports/no_regression_fix_ledger.csv,4,"H24-03,markMeditee()+refreshHourEndCycleUI(),v101.121 does not refresh terminal panel,refresh only Hour24 cycle host,scroll/tab/selection,evidence/v101122/per_item_results/H24-03_TARGETED.json 2/2 PASS,evidence/v101122/per_item_results/H24-03_MINI.json PASS,evidence/v101122/per_item_results/H24-03_INDEPENDENT.json PASS,0,PASS",CLAIM,PASS,PER_ITEM_LEDGER,evidence/v101122/per_item_results/H24-03_TARGETED.json,H24-03 targeted + mini + independent results; ledger records any redo
reports/no_regression_fix_ledger.csv,5,"H24-04,restartTwentyFourHours(),unconditional Hour24 restart; generic reset returns Home,gate completed-cycle path; complete path opens Hour1,notes/highlights/preferences/storage schema,evidence/v101122/per_item_results/H24-04_TARGETED.json 3/3 PASS,evidence/v101122/per_item_results/H24-04_MINI.json PASS,evidence/v101122/per_item_results/H24-04_INDEPENDENT.json PASS after checker-parser repair,0,PASS",CLAIM,PASS,PER_ITEM_LEDGER,evidence/v101122/per_item_results/H24-04_TARGETED.json,H24-04 targeted + mini + independent results; ledger records any redo
reports/no_regression_fix_ledger.csv,6,"H24-05,renderReader() hour-nav,disabled Suivante on Hour24,omit next control on Hour24,Hours1-23 nav,evidence/v101122/per_item_results/H24-05_TARGETED.json 2/2 PASS,evidence/v101122/per_item_results/H24-05_MINI.json PASS,evidence/v101122/per_item_results/H24-05_INDEPENDENT.json PASS,0,PASS",CLAIM,PASS,PER_ITEM_LEDGER,evidence/v101122/per_item_results/H24-05_TARGETED.json,H24-05 targeted + mini + independent results; ledger records any redo
reports/no_regression_fix_ledger.csv,7,"H24-06,progress strings/surfaces,terminées/lues/parcours terminé,align current-facing terminology to Méditée,Help unchanged; IDs unchanged,evidence/v101122/per_item_results/H24-06_TARGETED.json 1/1 PASS after harness escape repair,evidence/v101122/per_item_results/H24-06_MINI.json PASS,evidence/v101122/per_item_results/H24-06_INDEPENDENT.json PASS,0,PASS",CLAIM,PASS,PER_ITEM_LEDGER,evidence/v101122/per_item_results/H24-06_TARGETED.json,H24-06 targeted + mini + independent results; ledger records any redo
