path,line,token,classification,excerpt
evidence/v101119/BROAD_CHROMIUM_RUNTIME_MATRIX.json,17,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.119"","
evidence/v101119/BROAD_CHROMIUM_RUNTIME_MATRIX.json,132,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.119"","
evidence/v101119/BROAD_CHROMIUM_RUNTIME_MATRIX.json,247,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.119"","
evidence/v101119/BROAD_CHROMIUM_RUNTIME_MATRIX.json,365,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.119"","
evidence/v101119/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json,3,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"  ""version"": ""v101.119"","
evidence/v101119/M2_MUTATION_INTEGRITY_REPORT.md,1,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,# v101.119 M2 — authorised mutation integrity
evidence/v101119/M2_MUTATION_INTEGRITY_REPORT.md,10,v101.118,HISTORICAL_EVIDENCE_ALLOWED,- P053/P068 projections remain byte/JSON-identical to the immutable v101.118 baseline.
evidence/v101119/m1/M1_EXACT_MUTATION_LEDGER_FROZEN.csv,2,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"PASSION24.HOUR.24.DESOL.P033,ADD_ADJUDICATION:PERSONIFIED_VOICE:1-163 | CLOSE_DELIMITER@163:MARY | FULL_RECORD_PRESENTATION:MARY:0-164 | LEXICAL_GAP@100:MARY | LEXICAL_GAP@102:MARY | LEXICAL_GAP@103:MARY | LEXICAL_GAP@104:MARY | LEXICAL_GAP@105:MARY | LEXICAL_GAP@106:MARY | LEXICAL_GAP@107:MARY | LEXICAL_GAP@109:MARY | LEXICAL_GAP@10:MARY | LEXICAL_GAP@110:MARY | LEXICAL_GAP@112:MARY | LEXICAL_GAP@113:MARY | LEXICAL_GAP@114:MARY | LEXICAL_GAP@116:MARY | LEXICAL_GAP@117:MARY | LEXICAL_GAP@118:MAR"
evidence/v101119/m1/M1_EXACT_MUTATION_LEDGER_FROZEN.csv,45,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"PASSION24.TEXT.RELATED_HOUR_22.BODY.P090,ADD_ADJUDICATION:GENERIC_SOUL:217-238;REMOVE_BREAK:215 | CLOSE_DELIMITER@238:JESUS | FULL_RECORD_PRESENTATION:JESUS:0-239 | LEXICAL_GAP@217:JESUS | LEXICAL_GAP@218:JESUS | LEXICAL_GAP@220:JESUS | LEXICAL_GAP@221:JESUS | LEXICAL_GAP@222:JESUS | LEXICAL_GAP@223:JESUS | LEXICAL_GAP@225:JESUS | LEXICAL_GAP@226:JESUS | LEXICAL_GAP@227:JESUS | LEXICAL_GAP@229:JESUS | LEXICAL_GAP@230:JESUS | LEXICAL_GAP@231:JESUS | LEXICAL_GAP@232:JESUS | LEXICAL_GAP@233:JESUS |"
evidence/v101119/m1/M1_FIXED_POINT_REPORT.md,1,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,# v101.119 M1 — QUOTED_SPAN_PRESENTATION_CLOSURE_R1 evidence fixed point
evidence/v101119/m1/M1_MUTATION_PAYLOAD.json,529,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""reason"": ""v101.119 quoted-span closure: P032 says the remembered arrows \""me disent\"" and P033 is their quoted voice inside the continuing MARY turn; semantic voice remains distinct while MARY governs display."""
evidence/v101119/m1/M1_MUTATION_PAYLOAD.json,539,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""reason"": ""v101.119 quoted-span closure: governing handover identifies source-supported GENERIC_SOUL nested speech inside active JESUS turn; canonical text and raw SPEECH_DATA remain unchanged."""
evidence/v101119/post_mutation_fixed_point/M1_FIXED_POINT_REPORT.md,1,v101.119,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,# v101.119 M1 — QUOTED_SPAN_PRESENTATION_CLOSURE_R1 evidence fixed point
evidence/v101120/BROAD_CHROMIUM_RUNTIME_MATRIX.json,3,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"  ""version"": ""v101.120"","
evidence/v101120/BROAD_CHROMIUM_RUNTIME_MATRIX.json,17,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.120"","
evidence/v101120/BROAD_CHROMIUM_RUNTIME_MATRIX.json,132,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.120"","
evidence/v101120/BROAD_CHROMIUM_RUNTIME_MATRIX.json,247,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.120"","
evidence/v101120/BROAD_CHROMIUM_RUNTIME_MATRIX.json,365,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.120"","
evidence/v101120/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json,3,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"  ""version"": ""v101.120"","
evidence/v101120/HELP_BROWSER_MATRIX.json,3,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"  ""version"": ""v101.120"","
evidence/v101120/HELP_BROWSER_MATRIX.json,18,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""version"": ""v101.120"","
evidence/v101120/HELP_BROWSER_MATRIX.json,58,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""text"": ""GUIDE D’UTILISATION\nAide et À propos\n× Fermer\nQue voulez-vous faire ?\nComment pratiquer les 24 Heures\nCommencer / reprendre une Heure\nSurligner / prendre une note\nRetrouver mes éléments dans Mon Espace\nRechercher un texte\nUtiliser Samsung / Android\nPartager un passage\nSauvegarder / restaurer mes données\nSignaler un problème\nCOMMENCER ET PRATIQUER LES 24 HEURES\n✝\nParcours simple proposé — Prier une Heure par jour, dans l’ordre, puis poursuivre avec l’Heure suivante"
evidence/v101120/HELP_BROWSER_MATRIX.json,229,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""version"": ""v101.120"","
evidence/v101120/HELP_BROWSER_MATRIX.json,269,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""text"": ""GUIDE D’UTILISATION\nAide et À propos\n× Fermer\nQue voulez-vous faire ?\nComment pratiquer les 24 Heures\nCommencer / reprendre une Heure\nSurligner / prendre une note\nRetrouver mes éléments dans Mon Espace\nRechercher un texte\nUtiliser Samsung / Android\nPartager un passage\nSauvegarder / restaurer mes données\nSignaler un problème\nCOMMENCER ET PRATIQUER LES 24 HEURES\n✝\nParcours simple proposé — Prier une Heure par jour, dans l’ordre, puis poursuivre avec l’Heure suivante"
evidence/v101120/HELP_BROWSER_MATRIX.json,440,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""version"": ""v101.120"","
evidence/v101120/HELP_BROWSER_MATRIX.json,480,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""text"": ""GUIDE D’UTILISATION\nAide et À propos\n× Fermer\nQue voulez-vous faire ?\nComment pratiquer les 24 Heures\nCommencer / reprendre une Heure\nSurligner / prendre une note\nRetrouver mes éléments dans Mon Espace\nRechercher un texte\nUtiliser Samsung / Android\nPartager un passage\nSauvegarder / restaurer mes données\nSignaler un problème\nCOMMENCER ET PRATIQUER LES 24 HEURES\n✝\nParcours simple proposé — Prier une Heure par jour, dans l’ordre, puis poursuivre avec l’Heure suivante"
evidence/v101120/HELP_BROWSER_MATRIX.json,651,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""version"": ""v101.120"","
evidence/v101120/HELP_BROWSER_MATRIX.json,691,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""text"": ""GUIDE D’UTILISATION\nAide et À propos\n× Fermer\nQue voulez-vous faire ?\nComment pratiquer les 24 Heures\nCommencer / reprendre une Heure\nSurligner / prendre une note\nRetrouver mes éléments dans Mon Espace\nRechercher un texte\nUtiliser Samsung / Android\nPartager un passage\nSauvegarder / restaurer mes données\nSignaler un problème\nCOMMENCER ET PRATIQUER LES 24 HEURES\n✝\nParcours simple proposé — Prier une Heure par jour, dans l’ordre, puis poursuivre avec l’Heure suivante"
evidence/v101120/HELP_BROWSER_MATRIX.json,862,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""version"": ""v101.120"","
evidence/v101120/HELP_BROWSER_MATRIX.json,902,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""text"": ""GUIDE D’UTILISATION\nAide et À propos\n× Fermer\nQue voulez-vous faire ?\nComment pratiquer les 24 Heures\nCommencer / reprendre une Heure\nSurligner / prendre une note\nRetrouver mes éléments dans Mon Espace\nRechercher un texte\nUtiliser Samsung / Android\nPartager un passage\nSauvegarder / restaurer mes données\nSignaler un problème\nCOMMENCER ET PRATIQUER LES 24 HEURES\n✝\nParcours simple proposé — Prier une Heure par jour, dans l’ordre, puis poursuivre avec l’Heure suivante"
evidence/v101120/HELP_CONTENT_AUDIT.json,2,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"  ""version"": ""v101.120"","
evidence/v101120/HELP_CONTENT_AUDIT.md,1,v101.120,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,# v101.120 Help content audit
evidence/v101120/post_help_fixed_point/M1_FIXED_POINT_REPORT.md,1,v101.119,HISTORICAL_EVIDENCE_ALLOWED,# v101.119 M1 — QUOTED_SPAN_PRESENTATION_CLOSURE_R1 evidence fixed point
evidence/v101121/BROAD_CHROMIUM_RUNTIME_MATRIX.json,3,v101.121,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"  ""version"": ""v101.121"","
evidence/v101121/BROAD_CHROMIUM_RUNTIME_MATRIX.json,17,v101.121,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.121"","
evidence/v101121/BROAD_CHROMIUM_RUNTIME_MATRIX.json,132,v101.121,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.121"","
evidence/v101121/BROAD_CHROMIUM_RUNTIME_MATRIX.json,247,v101.121,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.121"","
evidence/v101121/BROAD_CHROMIUM_RUNTIME_MATRIX.json,365,v101.121,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"        ""ver"": ""v101.121"","
evidence/v101121/EXHAUSTIVE_PRESENTATION_RUNTIME_MATRIX.json,3,v101.121,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"  ""version"": ""v101.121"","
evidence/v101121/HELP_BROWSER_MATRIX.json,3,v101.121,HISTORICAL_EVIDENCE_DIRECTORY_ALLOWED,"  ""version"": ""v101.121"","
