record_id,lane,epistemic_class,pre_sha256,post_sha256,status
PASSION24.HOUR.12.P011,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,09cd24ad49ee2eaba7e4f40d6663375c25683b93cf6a3d193bf19d5b1ef03ec7,edab4d4885ef5d36fd5dab56467df795e4ba89ac8d8fd51e3c78ac5d91eb0c41,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.14.P009,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,a3034f5fe17ddf1954178159be0911a158d50f6550a3ad37d633f19da096d53a,a9b413dd67948ee54ba6773c45fd3f09bf2c98b81b859256f6ea41492cf7785c,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.15.P020,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,302d4d5e0bced701df9ab4bce03d8b606a6c974162f7f794138afae50d4d252a,1bd86f5ded8fa784130bbd8d9858eb2d95c6ab52acd65fdcf658fa1ce0ad8169,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.16.P024,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,f5d4ae959e1afb3a007e4e14cc9650cfa10a97b42c7513abeed0576197df3054,fe2b38eab4a8e0f7cb49db497407f03505c10ea10df1615c635dde005a6cc3ed,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P015,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,13cabb04b68737e8153cf984f132afb63ed40770145f28c38e4d8d32c7d65f46,8539cb95ac7366a9877151cf83c51c98ae032ab92c7760a57979597c783d109c,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P027,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,c1c7144e35384e8e4b50f6cb4fa16d3fd77ebb3ede46e568ddfb0df91daa3f35,70f6de4da40b6acbeaa4ed1e259f613d61f5433c39927853003af4b6ec055c18,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P052,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,c22e07cb6586e0e8d71654f9fac672cf9c4abdb9244830e81ada24aab6dc26e0,7c13c0c45439ceee8a00bf148321d847c443ab40841aaccb27d139dd456c3284,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P055,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,a9bf0763d696fd2bdfb3863362841cc63b9967cab24a6c09766b49de141f3d3c,a788358bf77f33f3207d9fc1b03df5547d891e85bc0aa6b9fc77d86179469a81,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P056,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,273213a9c9d04e29472df477184f355fed375c6016a310f3aa5f644cdbc48b3e,b0326a1510fb8ba8bfc9676655f1be3957ee441ae4a30264b614421651ee9156,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P058,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,5b51e4c967e4cc071b5f58302b9caf99efa74447a7ffafd2c4ad6128b4ed2c7b,7ed067b45b73bb33d70138a6fb2755347fbeb2fdcdb256cc6e6f6b3497548d25,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P063,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,ae5a7f5de98eec608ad15342643772f20c5f59cb08c0f2958a42844086e2b858,41bdee4e27e6243183ab18731905737f925b4a4a3ae03bb7025d001fe3dfda1c,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P079,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,8d897b660a4a7a1d1205b206e41d8594cf6a0921a8a9fb467dc55705f7a837b8,167f61ec857217914c5ad4fbdf6d32e61ab0f55a382847b4e8b1802d398b77fb,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.18.P110,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,9f8ceac7ea0f66a06c16eaff9165deb177944bd114271b14b1c2892865a8b853,43976bfffd4141fc373f4ceae8867880e196215b2b3bbecf4618934cfa263a75,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.19.P018,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,52eb8baa16a1bc6b09855b603038e76a0c8f5e64939e8e0427cb0944cc5ee541,cb7959eb51880b779db151b9aafd266e075be1df29094c433c12ad66bb2071ab,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.19.P032,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,ebe7e11be15130f56a934863911fd9b7f572f01ed4df961dbfa168e2d7af3479,fd16fdd79dc57e4202536205971927ee479d0e59387ce445f34e38635e4c7877,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.19.P088,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,2038f82cbd15a08ff6b71c28d8f60db996f11881ab24bbafe2716f44ea272530,0c8aa51286ade9a19c7d50ea970601028ea1d73202cd2464942d4570eaef8793,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.19.P118,LOCAL_24H,B_SOURCE_SUPPORTED_SAFE,86541f3cc53d4ae59e3c890b7e5910eb9f5a78681af8298f70cfbe260d67e7d1,47138e2b6f7d446918c7c355d1391ed981c52ff2b0baded5fd83534aa6e5f043,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.19.P154,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,b42308ea98c8584a82d64975e5be631f183c598d08cb5013dadaba1be448b97e,6c820469d7a085d5761c5dab78aef6d22dda8b87be8349c64e79882f875aac6a,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.19.P168,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,615f291ba83bb87571d0f1c57542ea41515657108a607040c43d22980ff57cf9,c1eebeda8143f68819ee0263e6bbe8d7b593709298d33380ef28126185b6ef97,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.19.P169,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,be05c6c0ba363d681d5824bfacc1be5e9a8ded79cf2dc08280d66fd748171fe5,6e0ed2c9a53fda1ba26d021a346eaa9eb5fb8704cdfe29a99fa401ee5cdbc6dd,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.21.P023,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,cfd323fd3ba0dee71cfaeced5d39d7b952e8eab8bb9a70e77dfa1eb80f1c27a5,d5fc79f8f4479d4d43e1a5ade2be691a40b78ba5b604779734b1574a6b89c107,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.21.P060,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,e3106e4b068f2fb70980e3a1ddd9bed96a0940fef844456695f9ca0a47762ec8,19be8667337f354099355427a0c2e190d6a59d75b32a641350b4032224079052,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.21.P080,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,6d16328711b61b699be31d90c0c594d41088392d2c121a9f6fad219700a88b50,99bebfaa9b736db5ea508a51147f24bac4290c9386f710115033386483fcf23d,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P020,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,3997280556755efacd6a5b274f310541fd25808e33561465f389926ae553651a,492a27f49be3967712b0ea3fda82d244f4f7313c2c17d1bd97b65edc691ca252,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P021,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,12fe421f8665152e42b31a7fffc4543c7026df0816b1033513c8ded846d302a0,3e1243a2dbd994a4f2b0ee8f635ac051ce61cf68fa8bc7a095a8825a25416ed7,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P022,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,4c0b8a36dcc295d5e9d25509a74b5f28a74540d4701d710fe7a2b7ddedf54ada,4095f14c0b60faec030aeb7474c5ccc7564d2d4f4b3ad89c9cf7619eab028227,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P048,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,484417c53ef72956ca9b8a0042688ae3326521af820794e81815f27cd4b38d94,b78bf2c564ef3457fa65a57cdb78728348f931ab3f52b8c48ac83f1f2681f225,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P050,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,a59bfcf700206708302309e287541bb68babc465adcae5b0f31c7afc12e7efe5,3133b21d104b3289d7e44e284408d005895bb0b267e0bda8471fa914c675acab,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P052,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,7bf55e1316e559ff5b115d075c2623f2c1c99ff1872c8268c58b689e0a603aa5,a0d3a65545eae55e1ec612678108f3139e882fab981a5917e59d1affc43ae281,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P054,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,f6da2041ae695e356581f33dd63fd424ff71749bd151b8e5c4aaa1b40dc71e49,ad75bb4204ff4d1de2f1f4aa463915c0053c38794003a57b4e567b2c118be47b,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P056,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,672086f09a3c86e2364e19d1c340f875655056fd2daee7b9d6385b6ad2647333,a834f36e89ac334458c2c0ee810a4280181fd944c38a5f8692e692ff33cac39a,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P059,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,75c8515cace1819bd390a8f88ad9149700072b902bde9d4d8f6a5bac3599b2f8,94b7a437be1f41c5cc9cac2d2d46576b42e531b1354ca8aade1f83bcc7ea00db,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P061,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,8be1a5cfe17ec37aac18d5d1c948553a49b68e23418a55310297a6339d5efb9b,2ed2793f771ecbc839226528931e42cd443b25301a3fecec719fa124290421f2,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P063,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,d4562f6536a17ee480293eb103437c0aa1358b13c395c2bfe821f01c916b8c34,189d18a1e1e60879966fbfd9e6810323ecb826f9e5d0a9c02d8062974d5384d4,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P065,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,dd9e03f515e514f5373c2941b14708bc37283105eb567779c39fbc55932e5558,e8d041685a4c0011532f39fb95ab1f3065e3f46b8ad09445d96562e8b44fb363,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.HOUR.22.P070,LOCAL_24H,A_RECENSION_INVARIANT_CLOSED,1288eac1c1e3647b039c35ffb101836719853083d5a1af1dd547747aea04bd1d,9e0479fa2bbe876d3cec58d67fba1beb10cc0ac2bbe7725d28c428c8798ab3c9,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.SECTION.BENEFITS.P184,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,24b0804846a7b814e72d53b563e68ab4cf5d905aced10583cc155eb1cc97809a,c9661ba50b044ae0e0ae5b83875838edbf53bb0a5babf78b7df73d6e3df82731,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P177,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,eacfcd5bf4be6ae9133d465bfc33fcf5fc972111efc4ba9ec0224d4b07109282,cf8fb0be60b6f6a9528f5a9823bcdde299a3341f9e0cfa2092031bd9599e8f7f,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.PART_III_MARY_SORROWS.BODY.P224,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,a3071732e98320bdc72b0bd991a42b5ced121790c5c2637f57bf579b35e0ef6d,0123b588673ad150001525da0f817e9258027b560d1c4e87243b3a12b3fbb55a,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.PROMISES_BENEFITS.BODY.P179,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,24b0804846a7b814e72d53b563e68ab4cf5d905aced10583cc155eb1cc97809a,c9661ba50b044ae0e0ae5b83875838edbf53bb0a5babf78b7df73d6e3df82731,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_03.BODY.P010,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,e83ef180a6cc8e6eda214bbbab2ab7e526ed26ef61053b149171182c25460363,fc4a8e7c99f33ce4800b07551a5db5b539262e065a820ced7d45e8c6b9d23400,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_03.BODY.P015,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,0bc159910076b101e422befdacb3c11bb8b4a486212838d5f44bc9322ac4054a,8806650da7054ddcb797e2075e134a4a16e019b84d1ce89f5f2c1902c9243488,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_03.BODY.P025,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,f232b0d9a345b66696bf241d87bb1fdfa5ce081b3b681c1785bb3b9cfaf6c9af,c1b25d275399156b1c9bb1bc4412501e95f3a632c8d9f4e1348dbe0ba19b34bf,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P002,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,d2f451bd7fb38b24f36463e4536e1e5fa2b43d8139ce61221984f0b0215c17a9,eca2ece9b091133f0bb993df16f4faeea41b7bf3b1096a6243231156327c7624,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P008,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,57c3e62cfd523cfe2f2d60a9931acc56031af8c516b2f3df4197e0c9f7c5192c,268ab4d9d931e119e8ce1a1da295476f0b701edfa9e5c38488d840c71ff18211,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P021,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,9d7d98a25c39beb44d6dffb99fab91c7257cfea884ad7f629911deb703575168,021cb0692ece3895da97f3bc43c5a390396e77e20f87b20d30e2077cd657e6d5,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P024,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,fed221de9ad0e48a485d0683b8c21aa1661b7b2a4b78095f737e2e5c40e51176,030fb0e7d6d7775ef6c946e7597d98bfe4ce8c27ff9a9b94574d0eb95e259bc1,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P048,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,7aa663dbbae0da97df5507fccef79e3931360a48da5e78a8086c82fc937d6f2e,0a8e50f415613ac721f29c25d05a8d6c8d5e309c37b34b29892ededd3da25fb2,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P066,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,d6ef317853bbad0dca90a696dcfffd068288764bc19a10cfbedd6b5816829b3b,0e2dc798bd56d85234e6d97108b7a3888c9de665e086cf890ab06a1a8cae885c,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P077,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,13ca000ee3c6ca71abf9225a5baeca53b3ae9cd952003f089af754e3c4b67994,1b6e2dafbd4b12a0c856290bbd12da392b7b80e4a55a632b4e21fe4b596da324,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_04.BODY.P147,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,aebf9501d3b50d8caa75345cdf8bd5d32b49832cf7400c5d0580119944ea7ad6,3ee246d54e7ab2d0407cd9092174c702f76df706ec35ee57075e12abdb2c296a,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_05.BODY.P036,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,4ea7b72def65402588fba963ae76af98d0ecdcb413268fa264ac00e1a44ef1a6,e5f063e830e12e689acaee0b171f2dab59095afb3e4f3d13478351546a19b6eb,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_06.BODY.P011,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,df3bce6bc5fa308672f83c9482ee095481e57ba5a4d46bc4947c426127183721,eb342569b480a305aeb71f01d2f918c56eff21204d801a9d58fc0969a414e888,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_06.BODY.P012,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,e29fe6ec26e2a7bbfa977f5a6d29ce88e5f5422a88eb55320b69d6f022bef51f,0788c171e146eeeaa490a316efc926bd931742a2d64e3ff1caf3b4abf702148c,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_13.BODY.P047,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,bd806c72a5bf88e3494cb063b6c9e032b13a9539f4dada4abe4b7274c7c6b10a,1e1814020a37a64a456a035045bfaa0e0d00d1a93ee7567bcf3c8e67ea1083a4,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_13.BODY.P048,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,285e6c005f8a30d1e56a0909363d73636d12bb13bc24aef72f0a47f0b41ee5d6,07c7251272550dd43bd58fcad94b311f393c28b35571ed7675d4ba5dd0298910,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_13.BODY.P106,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,33390730150425c0c3976d3bbee9e14a6d05ebc060eb3a296d9e0eb680c8dd10,9be027b95a3334ba9016caf763c392586c23554831ad7631039936e35116d37d,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_13.BODY.P108,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,74a420777b75e2ec05d4b4b5895e9b197ff07900602215eb3dc21bf478f93a59,cbbcb40967efa147a24ef267c3624043c3c44bfe73d161e0f16c6bb8186114d9,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_13.BODY.P111,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,40b3d828c9fc2b988a3b9e8d65027612a359a7b52afa42c3f9656ef1624bc4f1,f3daec975fbdd53568151fd1b01c3e41b5e74b732900d5bd643263956e5bf5d1,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_13.BODY.P112,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,ae3e365aeb6df80be635d6d3caaad09ba500f285ca8147dfccc6695a17a28fc8,181cb23907cf010a3de8b632cdff19091f8cb4c45eca2f28825d0f94f4a96bab,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_13.BODY.P127,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,99dd7e2b36db07f234431218d1aa8f5de54406a2870ee768356df2b3f7d83694,7358ee598289d377e48a726e429431aae61a2e8f88dd699f7b4b829be6764521,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_15.BODY.P192,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,28201e4ce5524fa3544b315b344752c768e53652507af2d2eb3bb13209e765c1,b7a3dd5d53b35d705113a2e4a0461d5ade1073df42f9da453e9eb873703607d0,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_16.BODY.P038,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,a3fd019d7e0ea412a596ea62535792315ab2093f0b1991cf45db7d10688f5a21,1d3c1d681548f11ba2611b8c46f6b3fbe48c33dc361f95d32a81d948ebaacc4a,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_16.BODY.P050,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,e69ce051b4fb58420ec560abddd9dec0b94df18e18cb4b9075484c44159d0a97,7dfe521c4ffb40f96253da211f0a707208071d17cf123b3119eb09099d7204b5,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_16.BODY.P074,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,d4f17066a41bca155318fa3831fedb6a58c460e4bff2af34080f2801e5a658aa,cd24717b40bca48cdf8d333b21012b13c7754b7a7930c6d8a2b983f25b47ee28,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_17.BODY.P191,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,4742642d9d4bdafbdfc2a11d5fe09809942fa640cef6a159030c87e37d06f79c,df39d5a0212a0eca7bca6883bc1fa3b0d655919e7264fa39fed292fe66701111,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_21.BODY.P004,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,69a052b613383bb7d79c9041f29abc6908894339c71200009afe8779a0f663c7,6ac499a0614642e9a0b74b342e4bdc90f5c2132176eefcdb32af39c97089baf8,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_21.BODY.P008,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,a6e6296b3ea2cad5210c53982c832cd879e4d54ae2bfc7fe2c5368965c9f4524,e48f10ce50bfdc0614b35d7f13ca03051d624d3311a6bea10d9635a7ad70a7a7,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_21.BODY.P034,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,2a0e3f2e7b6a75f21efacc65e39ab6642653b87cd3d156663b2dd4b5354cf213,c59d61e55df12d758cd774203e51e1543542ac43ba20cee9fc6c3975f8263841,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_21.BODY.P060,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,7e9ed736e64ee9c7a2e2101e28efd45a8bb7a12943eae3387aff8491103e8488,7c34a23dc20faf5cc8939079bd0e63b36c371e42807b821467f637276b5817b4,APPLIED_EXACT_AUTHORIZED_RECORD
PASSION24.TEXT.RELATED_HOUR_21.BODY.P124,LOCAL_24H,B_SOURCE_BOUND_DERIVATIVE_LAYOUT_SAFE,57b8dd16972ee9a39ce0faa9c4e8cae50b611493628f1ba5cc1d9ca7339ad042,f23e5be27cc4344486445a6b2188a325b5d5541d303ff2c34faff98f54f5a81a,APPLIED_EXACT_AUTHORIZED_RECORD
