authority_id,lane,record_id,epistemic_class,operation_type,current_text,current_sha256,target_text,target_sha256,edit_operations_json,evidence_source,source_authority,known_contradiction_screen,recension_sensitive,future_dependency,prior_status,recommended_action,rationale
INTERIM-LOCAL-PASSION24.HOUR.08.P004,LOCAL_24H,PASSION24.HOUR.08.P004,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Mais, mon doux Bien, quelle scène émouvante je vois : Le premier qui se présente est le perfide Judas. Il s’approche de Toi. Il met ses bras autour de ton Cou, il Te salue et Te donne le baiser. Et Toi, Amour infini, Tu ne dédaignes pas de donner un baiser à ses lèvres infernales : Tu l’embrasses et même Tu le serres sur ton Cœur. Tu lui donnes un nouveau signe d’Amour pour l’arracher à l’enfer. Mon Jésus, comment est-ce possible qu’il ne T’aime pas ? La tendresse de ton Amour est telle qu’elle devrait amener tout cœur à T’aimer. Et pourtant Tu n’es pas aimé !",aa2a456be8ba2e8c90abb39c50f1c4f3932a773b4d085c5272e27648e262d090,"Mais, mon doux Bien, quelle scène émouvante je vois : le premier qui se présente est le perfide Judas. Il s’approche de Toi. Il met ses bras autour de ton Cou, il Te salue et Te donne le baiser. Et Toi, Amour infini, Tu ne dédaignes pas de donner un baiser à ses lèvres infernales : Tu l’embrasses et même Tu le serres sur ton Cœur. Tu lui donnes un nouveau signe d’Amour pour l’arracher à l’enfer. Mon Jésus, comment est-ce possible qu’il ne T’aime pas ? La tendresse de ton Amour est telle qu’elle devrait amener tout cœur à T’aimer. Et pourtant Tu n’es pas aimé !",95c4dc7c9bdbd86c52592e50410d3e3b9835cdba23e8dc0f5f10da3b0b1bd565,"[{""op"": ""replace"", ""old_start"": 54, ""old_end"": 55, ""old_text"": ""L"", ""new_text"": ""l""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.09.P018,LOCAL_24H,PASSION24.HOUR.09.P018,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Tel est l’état lamentable des créatures quand elles commettent le péché : Elles se couvrent d’un manteau de saletés répugnantes, à en dégoûter le Ciel et la terre, attirant ainsi les foudres de la Justice divine !",b9348d8e970239ee63d1fcc1aa0b5f58ae1b456dca1a805939610b675de23fbf,"Tel est l’état lamentable des créatures quand elles commettent le péché : elles se couvrent d’un manteau de saletés répugnantes, à en dégoûter le Ciel et la terre, attirant ainsi les foudres de la Justice divine !",c6044b651979b8e8084f1fb761e22814e06a4393be76c656d62e30ee3dc807be,"[{""op"": ""replace"", ""old_start"": 74, ""old_end"": 75, ""old_text"": ""E"", ""new_text"": ""e""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.12.P011,LOCAL_24H,PASSION24.HOUR.12.P011,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Mon Bien tyrannisé, je vois, que les soldats fatigués et ivres veulent se reposer. Mais mon cœur brisé à la vue de tant de Souffrances, ne veut pas rester seul avec Toi. Il ressent le besoin d’une autre compagnie.",09cd24ad49ee2eaba7e4f40d6663375c25683b93cf6a3d193bf19d5b1ef03ec7,"Mon Bien tyrannisé, je vois que les soldats fatigués et ivres veulent se reposer. Mais mon cœur brisé à la vue de tant de Souffrances ne veut pas rester seul avec Toi. Il ressent le besoin d’une autre compagnie.",edab4d4885ef5d36fd5dab56467df795e4ba89ac8d8fd51e3c78ac5d91eb0c41,"[{""op"": ""delete"", ""old_start"": 27, ""old_end"": 28, ""old_text"": "","", ""new_text"": """"}, {""op"": ""delete"", ""old_start"": 134, ""old_end"": 135, ""old_text"": "","", ""new_text"": """"}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.14.P009,LOCAL_24H,PASSION24.HOUR.14.P009,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"C’est pour Toi la Douleur de voir ta Maman affligée, pâle et accablée par le deuil. C’est sa Douleur de Te voir Toi, Soleil divin, éclipsé par tant d’opprobres et tout couvert de Sang.",a3034f5fe17ddf1954178159be0911a158d50f6550a3ad37d633f19da096d53a,"c’est pour Toi la Douleur de voir ta Maman affligée, pâle et accablée par le deuil. C’est sa Douleur de Te voir Toi, Soleil divin, éclipsé par tant d’opprobres et tout couvert de Sang.",a9b413dd67948ee54ba6773c45fd3f09bf2c98b81b859256f6ea41492cf7785c,"[{""op"": ""replace"", ""old_start"": 0, ""old_end"": 1, ""old_text"": ""C"", ""new_text"": ""c""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.15.P020,LOCAL_24H,PASSION24.HOUR.15.P020,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Elle est si grande ta folie d’Amour, qu’au lieu de Te froisser de tout ce qu’on Te fait, Tu pries et répares pour les rois qui établissent leur règne en ruinant des peuples, pour les nombreux massacres qu’ils font, pour le sang qu’ils font couler par caprice, pour leurs péchés de curiosité, pour les fautes commises dans les cours et dans les armées.",302d4d5e0bced701df9ab4bce03d8b606a6c974162f7f794138afae50d4d252a,"Elle est si grande, ta folie d’Amour, qu’au lieu de Te froisser de tout ce qu’on Te fait, Tu pries et répares pour les rois qui établissent leur règne en ruinant des peuples, pour les nombreux massacres qu’ils font, pour le sang qu’ils font couler par caprice, pour leurs péchés de curiosité, pour les fautes commises dans les cours et dans les armées.",1bd86f5ded8fa784130bbd8d9858eb2d95c6ab52acd65fdcf658fa1ce0ad8169,"[{""op"": ""insert"", ""old_start"": 18, ""old_end"": 18, ""old_text"": """", ""new_text"": "",""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.16.P024,LOCAL_24H,PASSION24.HOUR.16.P024,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Puis ils T’attachent à la colonne et ils font courir les cordes jusqu’à tes Pieds. Ils Te lient, si fermement que Tu ne peux faire aucun mouvement. Et ils font ainsi pour être plus libres de se déchaîner sur Toi ! Mon Jésus, Toi qui habilles toutes les choses créées, le soleil de lumière, le ciel d’étoiles, les plantes de feuilles, les oiseaux de plumes, Te voilà dévêtu ! Quelle effronterie !",f5d4ae959e1afb3a007e4e14cc9650cfa10a97b42c7513abeed0576197df3054,"Puis ils T’attachent à la colonne et ils font courir les cordes jusqu’à tes Pieds. Ils Te lient si fermement que Tu ne peux faire aucun mouvement. Et ils font ainsi pour être plus libres de se déchaîner sur Toi ! Mon Jésus, Toi qui habilles toutes les choses créées, le soleil de lumière, le ciel d’étoiles, les plantes de feuilles, les oiseaux de plumes, Te voilà dévêtu ! Quelle effronterie !",fe2b38eab4a8e0f7cb49db497407f03505c10ea10df1615c635dde005a6cc3ed,"[{""op"": ""delete"", ""old_start"": 95, ""old_end"": 96, ""old_text"": "","", ""new_text"": """"}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.18.P015,LOCAL_24H,PASSION24.HOUR.18.P015,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Apparemment, l’action de Me vêtir est bonne mais, dans leur cœur, elle est mauvaise. Combien de gens font de bonnes œuvres, administrent les sacrements ou les fréquentent, mais à des fins humaines, sinon carrément mauvaises.",13cabb04b68737e8153cf984f132afb63ed40770145f28c38e4d8d32c7d65f46,"Apparemment, l’action de Me vêtir est bonne mais, dans leur cœur, elle est mauvaise. Combien de gens font de bonnes œuvres, administrent les sacrements ou les fréquentent, mais à des fins humaines, sinon carrément mauvaises !",8539cb95ac7366a9877151cf83c51c98ae032ab92c7760a57979597c783d109c,"[{""op"": ""replace"", ""old_start"": 223, ""old_end"": 224, ""old_text"": ""."", ""new_text"": "" !""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.18.P027,LOCAL_24H,PASSION24.HOUR.18.P027,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Et tandis que ton Humanité infiniment sainte frissonne de joie, Tu la regardes et en mesures la longueur et la largeur. Tu en établis une portion pour chaque créature. Tu en dotes suffisamment pour chacune, afin de la lier à la Divinité par le lien du mariage et pour la rendre héritière du Royaume des Cieux.",c1c7144e35384e8e4b50f6cb4fa16d3fd77ebb3ede46e568ddfb0df91daa3f35,"Et tandis que ton Humanité infiniment sainte frissonne de joie, Tu la regardes et en mesures la longueur et la largeur. Tu en établis une portion pour chaque créature. Tu en dotes suffisamment chacune, afin de la lier à la Divinité par le lien du mariage et pour la rendre héritière du Royaume des Cieux.",70f6de4da40b6acbeaa4ed1e259f613d61f5433c39927853003af4b6ec055c18,"[{""op"": ""delete"", ""old_start"": 193, ""old_end"": 198, ""old_text"": ""pour "", ""new_text"": """"}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.18.P052,LOCAL_24H,PASSION24.HOUR.18.P052,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Et comme Tu n’as pas la force de Te relever, tes ennemis, irrités, cherchent à Te remettre sur pied par des coups de pied et des bousculades. Mon Amour tombé sous la Croix, laisse-moi T’aider à Te remettre sur pieds. Je T’embrasse, j’essuie ton Sang. Je veux réparer pour ceux qui pèchent par ignorance ou fragilité. Je Te prie d’aider ces âmes.",c22e07cb6586e0e8d71654f9fac672cf9c4abdb9244830e81ada24aab6dc26e0,"Et comme Tu n’as pas la force de Te relever, tes ennemis, irrités, cherchent à Te remettre sur pied par des coups de pied et des bousculades. Mon Amour tombé sous la Croix, laisse-moi T’aider à Te remettre sur pied. Je T’embrasse, j’essuie ton Sang. Je veux réparer pour ceux qui pèchent par ignorance ou fragilité. Je Te prie d’aider ces âmes.",7c13c0c45439ceee8a00bf148321d847c443ab40841aaccb27d139dd456c3284,"[{""op"": ""delete"", ""old_start"": 214, ""old_end"": 215, ""old_text"": ""s"", ""new_text"": """"}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
INTERIM-LOCAL-PASSION24.HOUR.18.P055,LOCAL_24H,PASSION24.HOUR.18.P055,A_RECENSION_INVARIANT_CLOSED,REPLACE_TEXT_SPAN,"Tandis que Tu marches en chancelant, j’entends ton Souffle haletant. Ton Cœur bat plus fort et de nouvelles Peines Te transpercent. Tu secoues la Tête pour Te débarrasser les Yeux du Sang qui les remplit. Anxieux, Tu regardes. Ah ! mon Jésus, j’ai tout compris :",a9bf0763d696fd2bdfb3863362841cc63b9967cab24a6c09766b49de141f3d3c,"Tandis que Tu marches en chancelant, j’entends ton Souffle haletant. Ton Cœur bat plus fort et de nouvelles Peines Te transpercent. Tu secoues la Tête pour débarrasser tes Yeux du Sang qui les remplit. Anxieux, Tu regardes. Ah ! mon Jésus, j’ai tout compris :",a788358bf77f33f3207d9fc1b03df5547d891e85bc0aa6b9fc77d86179469a81,"[{""op"": ""delete"", ""old_start"": 156, ""old_end"": 159, ""old_text"": ""Te "", ""new_text"": """"}, {""op"": ""replace"", ""old_start"": 171, ""old_end"": 172, ""old_text"": ""l"", ""new_text"": ""t""}]",NATIVE_24H_RESIDUAL_TERMINAL_WORKING.csv,,PASS,False,NONE_KNOWN,PRE_MUTATION_OPERATION_FROZEN,INCLUDE_IN_INTERIM_SUCCESSOR_AFTER_EXPLICIT_AUTHORIZATION,Closed local French/punctuation/case/syntax repair in native 24H; no overlap with upstream LDC lane; no known recension dependency.
