candidate_id,record_id,operation,pre_sha256,post_sha256,status
C0017,PASSION24.HOUR.04.P081,TRIM_RECORD,21001a929b6617cfd8e1ea9c1e2b2c1fc9cca98ab4f928e5baa5924978a16942,1c9ea18d3bc0c10cefeac27440ef0152819a3962148b904b12f9b7e3bd59ea12,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0018,PASSION24.HOUR.04.P084,TRIM_RECORD,213373378712e278c90a73ad02d95aa5b06e89a3bf73a9d569033720821518b6,ab6b07c2ccea158d27238c175e1b2d3fd7ec64f4b6d46e5b878512f60924c06f,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0019,PASSION24.HOUR.04.P085,TRIM_RECORD,a96fdaf95c457a4f968d3f2593d8540854f1c08f184646579e1409ffe2769bdf,1b3ac49a1436afd7da3f9f342d5f5ff1dcb988e2667497f540bc3988334e832a,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0020,PASSION24.HOUR.04.P096,TRIM_RECORD,5a735b0ff29d879ae488d2323ccfbcc39e8669ab604051a92db688cc23eaa884,cd98b4bf6c018c5a9036c76950639155f79511521651e5e3866d83a96a145e28,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0021,PASSION24.HOUR.05.REF.P014,REPLACE_RECORD,c6f951eeb843297731a59f486334ebc554028a915f3363c12bb61fb2aaf65d8f,5d1b98883cd835ce13fa9bf27de4343c3a698f71460a7d46d99eb84af0665df3,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0022,PASSION24.HOUR.05.REF.P017,REPLACE_RECORD,d046e8af3b651824c25890e6bc077e1beec59befe34060bf658be41bb265c2e7,bd14c73d851559c3273bdda7d4f976f4295c5100cb7c8795a22579b903d3cef8,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0023,PASSION24.HOUR.05.REF.P018,TRIM_RECORD,bb79ffc35b2aeff1a83c9e19390b78c2c8f98da929920696e076d104d775d12f,04ad96e0f6809af3a3772cf3811a7f248a66470e64751bcd61313f282d7ed047,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0024,PASSION24.HOUR.07.REF.P003,REPLACE_RECORD,2d3bbf01ce725b26e5af2f0e42f99e2c49dd8d4150f980b6642513f89fb83800,a3361384c70c1d2fe6a6ca09e83ea33564797b4acc77be93d088ee7dbab3f77e,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0027,PASSION24.HOUR.10.REF.P005,REPLACE_RECORD,2d3d59805cc7478658a0afd2bdc0235ad37668e71f9a07d722a7ac636663aeea,860473ecbcf0a3e207618c0596ac3338dc610b13f56d9fba378f666454ed3bf5,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0028,PASSION24.HOUR.11.REF.P003,REPLACE_RECORD,aab646568d407c164482b26ce256ab6e9ecdd5dec5388bbc85ef2daa99fcc7b4,128d9ec87c2a24f7d20641213e5c894dd6faf5a49eb6aabc27590655270c9d07,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0029,PASSION24.HOUR.13.REF.P002,REPLACE_RECORD,d55af38b4eadead3233e1d07766a1d5d1e754d138610cc2f2eaedb8808a1888e,384800c0484970b2d105336986724bf5d91e1071f32a57d69a01559103ad41b2,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0030,PASSION24.HOUR.14.REF.P002,REPLACE_RECORD,a2e71a533ff016d2fe6475d469f07430d058bcd4aeecf4b46b8f41ee9d8800ee,63b7338f891ec66157d2f8d997f59b9d3cac948c6b1930c7061b48b24b2aeecd,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0031,PASSION24.HOUR.15.P005,REPLACE_RECORD,1fe7971777119b2d85e26afa8216a2231531c0b31ca409479224af3c289a4642,89d385825d8d4018581e3f62d4ecdb203217c6310f55a8ef959742d218c65c17,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0037,PASSION24.HOUR.15.P028,TRIM_RECORD,2974812672f39862c1fee343e25a460759620fbc0535eeb60ef1a6aa771cc20d,23a0c7d06672e00a224cb3ec2cdad5fb66b623f33b9fcf216af567ab590225ea,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0038,PASSION24.HOUR.15.REF.P002,REPLACE_RECORD,a33f3629382ed2f0ea0308534b1cbd0e03ba65de612093ab2dcc4c74e9377e0c,15f0cc3c6286ebedca3b6396a60e21dd7de172ac35adcc748a353898f3cb372d,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0046,PASSION24.HOUR.17.P010,REPLACE_RECORD,48de34ac1db3dc5983f33705bc54c8030b284bb8494a846548053941f745080a,17d3ed97dda319d1a98dbe0362b2fdbd435abb7527ac1dfc9b243fffe5cde50d,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0047,PASSION24.HOUR.17.P019,REPLACE_RECORD,b164093365552ff1f4a3cd406803fb6a8dad497ac1c70b3a3871bf039ebf7c95,7f4904819fbe69c38317c306695db7ef2a68f45e567f9f144bf0ddc9ae87b499,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0048,PASSION24.HOUR.17.P020,REPLACE_RECORD,6895b48a07745dc3fbf321a79700333daca4214267769a677bf61b5d2eef21bf,51f1214a29c3ce74bee92f03f38f5522157fe6c79b6b0be79c136ebd4f0cb2fe,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0049,PASSION24.HOUR.17.P022,REPLACE_RECORD,7c8f69defbe9ed082b2e7f1b67fc3127792b24cb025f69f70ea22b49043c7650,e26f938dba891e9c4e32d06959858a5a79cbdda445fd6d263cf5ea62cdc83847,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0050,PASSION24.HOUR.18.REF.P002,REPLACE_RECORD,1cbe9803c4ea1b3c1e7d9a3b293526ed7b3df8665f74ca462481a928f9ed4d5d,b6fed7a17fd21570e3dfad6b3489ac0c9cd3b362d879149e2db09f4c31612623,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0061,PASSION24.HOUR.20.P033,TRIM_RECORD,bf8558d6542e4beb0fcfbf8bf5041ee27481d12d2b78df85aab1379e564349d4,88fa8fc7b0afc126f72f291e12f6606630b75b60b1f0875ff86a81f48baca4c2,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0062,PASSION24.HOUR.23.P001,REPLACE_RECORD,a9951c35017844d744b08611517776bb8b57d8920a31d3f00294e3eead30b975,89c5512a6a71a12eddac6571f2116d1ca1d5d0db2ca4f46f064a2559c9369c3b,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0063,PASSION24.HOUR.23.P013,REPLACE_RECORD,e33e8e076a39f803024460e4896107d892a1ad699f8e14fa3d377e0eb38a581b,2a0e7cb4dc86e88bd8a8e54699b6b49c1389001132a3a4c2436d74f58cbeaa4a,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0064,PASSION24.HOUR.23.P015,REPLACE_RECORD,78fb5ee836ec517ec56d52fe9f9eb2a273cf12a89709cf7150b4bf371b0ce482,07e214dcef178d303ed7de61080a8d8a014f90ef91023555f8d38e55ea60fb27,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0065,PASSION24.HOUR.23.P016,REPLACE_RECORD,3a5dea67d52803227ca1ad609a6d90fb3c726051cf26de147f0e4485b833148b,c326e68b62ca5ecc6ab1c2df7ea8e2e182dab93365ba42e14c016dbb7878fce6,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0066,PASSION24.HOUR.23.P018,REPLACE_RECORD,fb12e112d592707107e3e4997ef74d75cf158cdad06754b62f15231fa6710349,1450bc9023ace2d080b66d15e5abe31f6d1c8a38f0cd532d9378625093ec72cf,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0067,PASSION24.HOUR.23.P019,REPLACE_RECORD,9f936b8be6b900b8ea0249afb5e48a11823842bffca28674ccb76bca621f99ad,3fe7c76a72eb5e27fc216c03f2d27b182279f32064d120f3001711b8fd93f031,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0068,PASSION24.HOUR.23.P021,REPLACE_RECORD,8ffc3e10628fca73587e11cfc6a21325e80deabe9d3f549191a3f23cea2ca17f,5beebc6369fc14dde36e310a7f6700167e8cba8a33fe6e7092a4aa1519bdfb3a,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0069,PASSION24.HOUR.23.P022,REPLACE_RECORD,2adfd2dfb7c28dcc410529ff5f15e09afeacd1e5400f0f3fc8ae855621c6ae6a,4d9705d409b269910fc4258b20df04aa901eea4f7c58b8f4ccca3e2fe37ca03d,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0070,PASSION24.HOUR.23.P024,REPLACE_RECORD,a37c23df61dec36d271f1af6d58da0cbdb74e674d8a855c18e9ef176c8e80f30,6dc5198ca23468cd6ed439c578b8582ff86a90684cd37f70a03eb2dfc75fffb6,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0071,PASSION24.HOUR.23.REF.P001,REPLACE_RECORD,3667ad68e54efdc6a50c8d479837d2032cec2c62f569c308eeadd1df8e269c5a,fca6e0ac1bc0f1351264b073286492389d32a353542d0fcf3255876cb670ef4c,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0091,PASSION24.HOUR.24.DESOL.P081,REPLACE_RECORD,91cf480e6247008b252829b8f24a2633ce2b1b01ee3dc0cb043635b1455ba91e,5b2be922ae0443e7991740bb90e239059979779dd327cd0036d4ed9ed72cf0af,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0092,PASSION24.HOUR.24.DESOL.P090,REPLACE_RECORD,83128879de091fc3bc5e1c1c7c8fdb280deedbbaba49f755c0887fe3c2f1f79d,ae81b2499d6e7e7ed17f223a313ae50e52143051404fe6239cce14a81facefd9,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0094,PASSION24.HOUR.24.REF.P003,REPLACE_RECORD,3a7cba3323c8b3e0758071f016d0e9002b323242a8712743a996b58d401366e6,f8701964cf11ba9cb0f7ee1120f1192f8d630b73fe46012b1463e80be4d75542,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0095,PASSION24.HOUR.24.P010,REPLACE_RECORD,8979af0bcdeeeefc042f3735fb7ee198102d16ff93f48a21781d30472e5ff76e,0f3e8828a0aaf9c42d2377b203273d2d93004eb1581cfa01714752b9f2ddfeef,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0096,PASSION24.HOUR.24.P016,REPLACE_RECORD,6db2fd3acb6ef899414bf6c500aaea4e7bd85a9438405afdd65904db9615c707,0a3fc891f2b9232bac500291740820bf1b24ac98acadd3b8975b76194fd71bd1,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0097,PASSION24.HOUR.24.P019,REPLACE_RECORD,3f643a637624a46d0325970e3d0629523f81a1d7e0a6ba81769ce776d5b41b5e,844ddbf8848d8464cc8c9bd0242fae746261d17539154ce41ead05c61c495a16,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0098,PASSION24.HOUR.24.P020,REPLACE_RECORD,9ec8d6535567d968c49359de1eef36ce30308b72fa84958e43c0805de17b25c6,e42acb46570b29f120cd57c77be73ff0aa7db8175a2d2d8777a3d730e8d0d165,APPLIED_EXACT_AUTHORIZED_TEXT_OPERATION
C0008,PASSION24.HOUR.01.P029,DELETE_FROM_CANONICAL_LAYER,991e64b3ffe4018c469a18ceca09aa01b9e0eb22408f59625845a9ebc577485c,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0025,PASSION24.HOUR.07.REF.P006,MOVE_OUT_OF_CANONICAL_LAYER,7d21d9d3b83b64a2645be28ff4be7b0a4bc03e5194717965fa0d9f4edeacbffc,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0032,PASSION24.HOUR.15.P023,MOVE_OUT_OF_CANONICAL_LAYER,89ffbe7e35856c76ab777e91a7971396c541de7da2e0424b43a60d751da58c41,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0033,PASSION24.HOUR.15.P024,MOVE_OUT_OF_CANONICAL_LAYER,dc6e73b56beac68d3e9a912ab7de0f19fc251cafa63c56c6d3daa3785d5d4891,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0034,PASSION24.HOUR.15.P025,MOVE_OUT_OF_CANONICAL_LAYER,5c7c2e0531386e03de80f5177afc899d90b655a7bb4744070ff79b27f3453bff,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0035,PASSION24.HOUR.15.P026,MOVE_OUT_OF_CANONICAL_LAYER,811e3d85ddd39d8a9a9ee55e76bd661a40554c722e1a37e859af9e778d223bb6,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0036,PASSION24.HOUR.15.P027,MOVE_OUT_OF_CANONICAL_LAYER,021fb31ddf2fd1f94d7432ef376b74a7e4f48aa98b75ed9c99132348debdaaec,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0039,PASSION24.HOUR.16.P032,MOVE_OUT_OF_CANONICAL_LAYER,2fa1c1154e4e30b4ad9489e16e7e4dcce369d9739b43e89cbde48a613d879822,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0040,PASSION24.HOUR.16.P033,MOVE_OUT_OF_CANONICAL_LAYER,972353bc4a61dc0ddc11b855a7c42d720c197980f96595a94fff7e62f9739f3c,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0041,PASSION24.HOUR.16.P034,MOVE_OUT_OF_CANONICAL_LAYER,427dcfff149d359d66ba8ebf3a79633b1697ce38286a40bd7f7fd7d8c6445d27,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0042,PASSION24.HOUR.16.P035,MOVE_OUT_OF_CANONICAL_LAYER,cca3e2ecd65c573974c5b0fe890d01a0eaa857e647a1173d10c0ab95bb04ea20,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0043,PASSION24.HOUR.16.P036,MOVE_OUT_OF_CANONICAL_LAYER,9db81a10dc69fba7c810c3e6000a975acb3d0311509758d6f78865879af3499b,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0044,PASSION24.HOUR.16.P037,MOVE_OUT_OF_CANONICAL_LAYER,a076d69e571a662762c5ceedb15d5686a2ca79effc6f7599e768ea555c7c9ed5,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0045,PASSION24.HOUR.16.P038,MOVE_OUT_OF_CANONICAL_LAYER,68fe6cfdbaa96024e4db165efc701c20da2ace06c4e38073e58b7b0ed66c8051,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0051,PASSION24.HOUR.19.REF.P006,MOVE_OUT_OF_CANONICAL_LAYER,89338da9138b9ae0c51785a2b31f34dfaf5fd167f718e370656f89f7e280a289,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0052,PASSION24.HOUR.19.REF.P007,MOVE_OUT_OF_CANONICAL_LAYER,6616d4646850a7f794d0c09a5d09e0958cb50d2ba706300c177413b2fa3fa5d6,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0053,PASSION24.HOUR.19.REF.P008,MOVE_OUT_OF_CANONICAL_LAYER,c2cd5f1822d9877190067a8b74652918cd459fc586aee7d768b1fa8c3f9ca381,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0054,PASSION24.HOUR.19.REF.P009,MOVE_OUT_OF_CANONICAL_LAYER,10aae790765cb97e289d36d85896b74c3250ecbb0008fa2e098f68c4ad7c6f20,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0055,PASSION24.HOUR.19.REF.P010,MOVE_OUT_OF_CANONICAL_LAYER,99e635217a6c2408910cd3501cddd54b666bd434ca119a7b6eeb45e94295fc55,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0056,PASSION24.HOUR.19.REF.P011,MOVE_OUT_OF_CANONICAL_LAYER,c6f146ef5e27cb77f44e8f1455b6c4358966cd315eebd84775f36e55d82d72c0,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0057,PASSION24.HOUR.19.REF.P012,MOVE_OUT_OF_CANONICAL_LAYER,3d5fcac595d8a22c045c33c49cc813c2f8422f8a572c8441040741c5f8fae70e,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0058,PASSION24.HOUR.19.REF.P013,MOVE_OUT_OF_CANONICAL_LAYER,78fbf222eeed3987a339c61f86f646c801942b6c6156ce465a301cf6e2777e43,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0059,PASSION24.HOUR.19.REF.P014,MOVE_OUT_OF_CANONICAL_LAYER,0905d2dbeca8b26a38f1d91a5d884be20fd2c49549c317013fd37744cc666199,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0060,PASSION24.HOUR.19.REF.P015,MOVE_OUT_OF_CANONICAL_LAYER,ef6ee1022001539075a0fd8c484bb976ffceca744f0a5e29215a19fa7921dc3f,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0090,PASSION24.HOUR.24.DESOL.P001,DELETE_FROM_CANONICAL_LAYER,bfa127fd577791c48bd1688080c5815662d2fafa1bef2a87b97af67ee171deb3,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
C0093,PASSION24.HOUR.24.DESOL.P091,MOVE_OUT_OF_CANONICAL_LAYER,70ea7960fdd6eab24baff591b8f3f50085d833a9f28f9bf798b4ab45f4064fd3,,APPLIED_EXACT_AUTHORIZED_STRUCTURAL_OPERATION
