candidate_id,r5_record_id,hour,layer,current_text,italian_r3_source,italian_r3_anchor,classification,operation,proposed_french,decision_basis,corroborating_controls,confidence,h23_h24_recension_boundary_flag,second_review,notes,aflp27_status,aflp27_evidence,aflp27_source,r4_operation,r4_proposed_french,final_status,final_operation,final_proposed_french,r4_to_final_change,adversarial_rationale,preservation_requirement
C0011,PASSION24.HOUR.02.REF.P006,2,REFLECTION,"Et nous, dans nos conversations, est-ce qu’à l’occasion nous savons prendre pour thème des événements de la Vie de Jésus ou certains de ses Enseignements ?",H02_REFLECTION,la passione del divino Redentore,MISTRANSLATION,REPLACE_RECORD,"Et nous, dans nos conversations, est-ce qu’à l’occasion nous savons prendre pour thème la Passion du divin Rédempteur ?",Italian asks specifically whether our conversations take the Passion of the Divine Redeemer as their subject.,AFLP-27 H02 independently retains the Passion-specific question.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES,AFLP-27 explicitly asks whether conversation is brought to « la Passion de notre divin Rédempteur ».,AFLP27_H01_H05,REPLACE_RECORD,"Et nous, dans nos conversations, est-ce qu’à l’occasion nous savons prendre pour thème la Passion du divin Rédempteur ?",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Et nous, dans nos conversations, est-ce qu’à l’occasion nous savons prendre pour thème la Passion du divin Rédempteur ?",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0012,PASSION24.HOUR.03.P001,3,MEDITATION,"Tu Te mets à table avec eux. Combien de douceur et d’affabilité ne montres-Tu pas alors que Tu T’apprêtes à prendre de la nourriture matérielle pour la dernière fois ! Tout est Amour en Toi ! Ici, Tu répares nos péchés de gourmandise. Par ta prière, Tu sanctifies la nourriture. Jésus, ton Regard doux et pénétrant semble scruter chacun de tes apôtres. Et pendant que Tu prends ta nourriture, ton Cœur est transpercé de voir tes apôtres faibles et mous, surtout le perfide Judas, qui a déjà un pied dans l’enfer.",H03_MEDITATION,già arrivi al Cenacolo,OMISSION,REPLACE_RECORD,"Ô Jésus, Tu arrives maintenant au Cénacle avec tes disciples bien-aimés et Tu Te mets à table avec eux. Combien de douceur et d’affabilité ne montres-Tu pas alors que Tu T’apprêtes à prendre de la nourriture matérielle pour la dernière fois ! Tout est Amour en Toi ! Ici, Tu répares nos péchés de gourmandise. Par ta prière, Tu sanctifies la nourriture et, comme celle-ci se transforme en force, Tu obtiens pour nous la sainteté même dans les choses les plus basses et les plus communes. Jésus, ton Regard doux et pénétrant semble scruter chacun de tes apôtres. Et pendant que Tu prends ta nourriture, ton Cœur est transpercé de voir tes apôtres faibles et mous, surtout le perfide Judas, qui a déjà un pied dans l’enfer.",Opening arrival clause and the sanctification of low/common things are absent.,AFLP-27 H03 preserves this fuller opening sense.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES,AFLP-27 preserves the arrival at the supper room and the sanctification of food/everyday things.,AFLP27_H01_H05,REPLACE_RECORD,"Ô Jésus, Tu arrives maintenant au Cénacle avec tes disciples bien-aimés et Tu Te mets à table avec eux. Combien de douceur et d’affabilité ne montres-Tu pas alors que Tu T’apprêtes à prendre de la nourriture matérielle pour la dernière fois ! Tout est Amour en Toi ! Ici, Tu répares nos péchés de gourmandise. Par ta prière, Tu sanctifies la nourriture et, comme celle-ci se transforme en force, Tu obtiens pour nous la sainteté même dans les choses les plus basses et les plus communes. Jésus, ton Regard doux et pénétrant semble scruter chacun de tes apôtres. Et pendant que Tu prends ta nourriture, ton Cœur est transpercé de voir tes apôtres faibles et mous, surtout le perfide Judas, qui a déjà un pied dans l’enfer.",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Ô Jésus, Tu arrives maintenant au Cénacle avec tes disciples bien-aimés et Tu Te mets à table avec eux. Combien de douceur et d’affabilité ne montres-Tu pas alors que Tu T’apprêtes à prendre de la nourriture matérielle pour la dernière fois ! Tout est Amour en Toi ! Ici, Tu répares nos péchés de gourmandise. Par ta prière, Tu sanctifies la nourriture et, comme celle-ci se transforme en force, Tu obtiens pour nous la sainteté même dans les choses les plus basses et les plus communes. Jésus, ton Regard doux et pénétrant semble scruter chacun de tes apôtres. Et pendant que Tu prends ta nourriture, ton Cœur est transpercé de voir tes apôtres faibles et mous, surtout le perfide Judas, qui a déjà un pied dans l’enfer.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0013,PASSION24.HOUR.03.P013,3,MEDITATION,"afin que, où que je sois, je perçoive toujours ta sainte Présence en moi. Amen.",H03_MEDITATION,mai io dimentichi ciò che hai fatto e patito per me,OMISSION,REPLACE_RECORD,"afin que, où que je sois, je perçoive toujours ta sainte Présence en moi. Et accorde-moi la grâce de ne jamais oublier ce que Tu as fait et souffert pour moi. Que ce souvenir soit l’aimant qui attire tout mon être en Toi et ne me laisse plus jamais m’éloigner de Toi. Amen.",Final memory/magnet petition omitted.,AFLP-27 H03 corroborates the longer close.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES,AFLP-27 preserves the missing final request never to forget what Jesus did and suffered.,AFLP27_H01_H05,REPLACE_RECORD,"afin que, où que je sois, je perçoive toujours ta sainte Présence en moi. Et accorde-moi la grâce de ne jamais oublier ce que Tu as fait et souffert pour moi. Que ce souvenir soit l’aimant qui attire tout mon être en Toi et ne me laisse plus jamais m’éloigner de Toi. Amen.",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"afin que, où que je sois, je perçoive toujours ta sainte Présence en moi. Et accorde-moi la grâce de ne jamais oublier ce que Tu as fait et souffert pour moi. Que ce souvenir soit l’aimant qui attire tout mon être en Toi et ne me laisse plus jamais m’éloigner de Toi. Amen.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0014,PASSION24.HOUR.03.REF.P003,3,REFLECTION,"Imaginons-nous également à table avec Jésus : tantôt nous Le regardons, tantôt nous Le prions de partager une bouchée avec nous, tantôt nous donnons un baiser à la frange de son manteau, tantôt nous contemplons le mouvement de ses Lèvres et de ses Yeux célestes, tantôt nous remarquons la pâleur subite de son beau Visage quand Il voit tant d’ingratitudes chez les humains.",H03_REFLECTION,subitaneo annuvolarsi del suo amabilissimo volto,MISTRANSLATION,REPLACE_RECORD,"Imaginons-nous également à table avec Jésus : tantôt nous Le regardons, tantôt nous Le prions de partager une bouchée avec nous, tantôt nous donnons un baiser à la frange de son manteau, tantôt nous contemplons le mouvement de ses Lèvres et de ses Yeux célestes, tantôt nous remarquons son beau Visage qui s’assombrit soudain quand Il voit tant d’ingratitudes chez les humains.","annuvolarsi = become clouded/darken, not sudden pallor.",AFLP-27 H03 supports anguish/clouding rather than pallor.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES,"AFLP-27 reads « une angoisse soudaine recouvrir sa très aimable Face », rejecting R5 « pâleur subite ».",AFLP27_H01_H05,REPLACE_RECORD,"Imaginons-nous également à table avec Jésus : tantôt nous Le regardons, tantôt nous Le prions de partager une bouchée avec nous, tantôt nous donnons un baiser à la frange de son manteau, tantôt nous contemplons le mouvement de ses Lèvres et de ses Yeux célestes, tantôt nous remarquons son beau Visage qui s’assombrit soudain quand Il voit tant d’ingratitudes chez les humains.",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Imaginons-nous également à table avec Jésus : tantôt nous Le regardons, tantôt nous Le prions de partager une bouchée avec nous, tantôt nous donnons un baiser à la frange de son manteau, tantôt nous contemplons le mouvement de ses Lèvres et de ses Yeux célestes, tantôt nous remarquons son beau Visage qui s’assombrit soudain quand Il voit tant d’ingratitudes chez les humains.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0015,PASSION24.HOUR.04.P072,4,MEDITATION,"Je Te prie de me tenir toujours serré sur ton Cœur ! Gloire au Père,… Ô Jésus, je baise ta Main droite. Je veux par là réparer tous les sacrilèges, surtout les messes mal célébrées !",H04_MEDITATION,bacio,EDITORIAL_DEVOTIONAL_INSERTION,TRIM_RECORD,"Je Te prie de me tenir toujours serré sur ton Cœur ! Ô Jésus, je baise ta Main droite. Je veux par là réparer tous les sacrilèges, surtout les messes mal célébrées !",Doxology absent from R3 meditation; surrounding body-part prayer is genuine where retained.,AFLP-27 H04 visibly brackets the doxologies as devotional insertions.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES_EDITORIAL_STATUS,AFLP-27 marks the corresponding Gloire au Père formula as bracketed devotional material.,AFLP27_H01_H05,TRIM_RECORD,"Je Te prie de me tenir toujours serré sur ton Cœur ! Ô Jésus, je baise ta Main droite. Je veux par là réparer tous les sacrilèges, surtout les messes mal célébrées !",ACCEPT_FOR_AUTHORIZATION,TRIM_RECORD,"Je Te prie de me tenir toujours serré sur ton Cœur ! Ô Jésus, je baise ta Main droite. Je veux par là réparer tous les sacrilèges, surtout les messes mal célébrées !",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,PRESERVE_REMOVED_SPAN_IN_EVIDENCE/APPARATUS; DO_NOT TREAT AS CORRUPTION
C0016,PASSION24.HOUR.04.P080,4,MEDITATION,"Amen. Gloire au Père,… Jésus, je donne un baiser à ton Pied gauche. Je veux ainsi réparer pour ceux qui Te reçoivent par habitude et sans les dispositions requises.",H04_MEDITATION,bacio,EDITORIAL_DEVOTIONAL_INSERTION,TRIM_RECORD,"Amen. Jésus, je donne un baiser à ton Pied gauche. Je veux ainsi réparer pour ceux qui Te reçoivent par habitude et sans les dispositions requises.",Doxology absent from R3 meditation; surrounding body-part prayer is genuine where retained.,AFLP-27 H04 visibly brackets the doxologies as devotional insertions.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES_EDITORIAL_STATUS,AFLP-27 marks the corresponding Gloire au Père formula as bracketed devotional material.,AFLP27_H01_H05,TRIM_RECORD,"Amen. Jésus, je donne un baiser à ton Pied gauche. Je veux ainsi réparer pour ceux qui Te reçoivent par habitude et sans les dispositions requises.",ACCEPT_FOR_AUTHORIZATION,TRIM_RECORD,"Amen. Jésus, je donne un baiser à ton Pied gauche. Je veux ainsi réparer pour ceux qui Te reçoivent par habitude et sans les dispositions requises.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,PRESERVE_REMOVED_SPAN_IN_EVIDENCE/APPARATUS; DO_NOT TREAT AS CORRUPTION
C0017,PASSION24.HOUR.04.P081,4,MEDITATION,"Gloire au Père,… Ô Jésus, je donne un baiser à ton Pied droit. Ce faisant, je veux réparer pour ceux qui Te reçoivent en T’outrageant.",H04_MEDITATION,bacio,EDITORIAL_DEVOTIONAL_INSERTION,TRIM_RECORD,"Ô Jésus, je donne un baiser à ton Pied droit. Ce faisant, je veux réparer pour ceux qui Te reçoivent en T’outrageant.",Doxology absent from R3 meditation; surrounding body-part prayer is genuine where retained.,AFLP-27 H04 visibly brackets the doxologies as devotional insertions.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES_EDITORIAL_STATUS,AFLP-27 marks the corresponding Gloire au Père formula as bracketed devotional material.,AFLP27_H01_H05,TRIM_RECORD,"Ô Jésus, je donne un baiser à ton Pied droit. Ce faisant, je veux réparer pour ceux qui Te reçoivent en T’outrageant.",ACCEPT_FOR_AUTHORIZATION,TRIM_RECORD,"Ô Jésus, je donne un baiser à ton Pied droit. Ce faisant, je veux réparer pour ceux qui Te reçoivent en T’outrageant.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,PRESERVE_REMOVED_SPAN_IN_EVIDENCE/APPARATUS; DO_NOT TREAT AS CORRUPTION
C0018,PASSION24.HOUR.04.P084,4,MEDITATION,"Gloire au Père,… Ô Jésus, je donne un baiser à ton Cœur infiniment doux dans lequel se déversent tant d’offenses.",H04_MEDITATION,bacio,EDITORIAL_DEVOTIONAL_INSERTION,TRIM_RECORD,"Ô Jésus, je donne un baiser à ton Cœur infiniment doux dans lequel se déversent tant d’offenses.",Doxology absent from R3 meditation; surrounding body-part prayer is genuine where retained.,AFLP-27 H04 visibly brackets the doxologies as devotional insertions.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES_EDITORIAL_STATUS,AFLP-27 marks the corresponding Gloire au Père formula as bracketed devotional material.,AFLP27_H01_H05,TRIM_RECORD,"Ô Jésus, je donne un baiser à ton Cœur infiniment doux dans lequel se déversent tant d’offenses.",ACCEPT_FOR_AUTHORIZATION,TRIM_RECORD,"Ô Jésus, je donne un baiser à ton Cœur infiniment doux dans lequel se déversent tant d’offenses.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,PRESERVE_REMOVED_SPAN_IN_EVIDENCE/APPARATUS; DO_NOT TREAT AS CORRUPTION
C0019,PASSION24.HOUR.04.P085,4,MEDITATION,"Par mon geste, je veux tout réparer, Te donner de l’amour pour tous, et partager toutes tes Peines. Gloire au Père,… Archer céleste, si quelque offense échappe à ma réparation, je Te prie de m’emprisonner dans ton Cœur et dans ta Volonté, afin que je répare tout.",H04_MEDITATION,bacio,EDITORIAL_DEVOTIONAL_INSERTION,TRIM_RECORD,"Par mon geste, je veux tout réparer, Te donner de l’amour pour tous, et partager toutes tes Peines. Archer céleste, si quelque offense échappe à ma réparation, je Te prie de m’emprisonner dans ton Cœur et dans ta Volonté, afin que je répare tout.",Doxology absent from R3 meditation; surrounding body-part prayer is genuine where retained.,AFLP-27 H04 visibly brackets the doxologies as devotional insertions.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES_EDITORIAL_STATUS,AFLP-27 marks the corresponding Gloire au Père formula as bracketed devotional material.,AFLP27_H01_H05,TRIM_RECORD,"Par mon geste, je veux tout réparer, Te donner de l’amour pour tous, et partager toutes tes Peines. Archer céleste, si quelque offense échappe à ma réparation, je Te prie de m’emprisonner dans ton Cœur et dans ta Volonté, afin que je répare tout.",ACCEPT_FOR_AUTHORIZATION,TRIM_RECORD,"Par mon geste, je veux tout réparer, Te donner de l’amour pour tous, et partager toutes tes Peines. Archer céleste, si quelque offense échappe à ma réparation, je Te prie de m’emprisonner dans ton Cœur et dans ta Volonté, afin que je répare tout.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,PRESERVE_REMOVED_SPAN_IN_EVIDENCE/APPARATUS; DO_NOT TREAT AS CORRUPTION
C0020,PASSION24.HOUR.04.P096,4,MEDITATION,"Et maintenant, bénis-moi et donne le Baiser mystique d’Amour à mon âme, tandis que moi je reste serrée contre Toi en T’embrassant. Gloire au Père,… Mon doux Cœur, en instituant l’infiniment Saint Sacrement, Tu as entrevu les énormes ingratitudes et offenses des créatures. Mais Tu n’as pourtant pas reculé.",H04_MEDITATION,bacio,EDITORIAL_DEVOTIONAL_INSERTION,TRIM_RECORD,"Et maintenant, bénis-moi et donne le Baiser mystique d’Amour à mon âme, tandis que moi je reste serrée contre Toi en T’embrassant. Mon doux Cœur, en instituant l’infiniment Saint Sacrement, Tu as entrevu les énormes ingratitudes et offenses des créatures. Mais Tu n’as pourtant pas reculé.",Doxology absent from R3 meditation; surrounding body-part prayer is genuine where retained.,AFLP-27 H04 visibly brackets the doxologies as devotional insertions.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES_EDITORIAL_STATUS,AFLP-27 marks the corresponding Gloire au Père formula as bracketed devotional material.,AFLP27_H01_H05,TRIM_RECORD,"Et maintenant, bénis-moi et donne le Baiser mystique d’Amour à mon âme, tandis que moi je reste serrée contre Toi en T’embrassant. Mon doux Cœur, en instituant l’infiniment Saint Sacrement, Tu as entrevu les énormes ingratitudes et offenses des créatures. Mais Tu n’as pourtant pas reculé.",ACCEPT_FOR_AUTHORIZATION,TRIM_RECORD,"Et maintenant, bénis-moi et donne le Baiser mystique d’Amour à mon âme, tandis que moi je reste serrée contre Toi en T’embrassant. Mon doux Cœur, en instituant l’infiniment Saint Sacrement, Tu as entrevu les énormes ingratitudes et offenses des créatures. Mais Tu n’as pourtant pas reculé.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,PRESERVE_REMOVED_SPAN_IN_EVIDENCE/APPARATUS; DO_NOT TREAT AS CORRUPTION
C0021,PASSION24.HOUR.05.REF.P014,5,REFLECTION,"Tout ce que nous ressentons en nous : inspirations, tribulations, grâces, n’est rien d’autre que l’Activité intense de l’Amour en nous.",H05_REFLECTION,"ispirazioni, mortificazioni, grazie",MISTRANSLATION,REPLACE_RECORD,"Tout ce que nous ressentons en nous : inspirations, mortifications, grâces, n’est rien d’autre que l’Activité intense de l’Amour en nous.","mortificazioni = mortifications, not tribulations.",AFLP-27 H05 explicitly reads mortifications.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES,"AFLP-27 explicitly reads « inspirations, mortifications et grâces ».",AFLP27_H01_H05,REPLACE_RECORD,"Tout ce que nous ressentons en nous : inspirations, mortifications, grâces, n’est rien d’autre que l’Activité intense de l’Amour en nous.",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Tout ce que nous ressentons en nous : inspirations, mortifications, grâces, n’est rien d’autre que l’Activité intense de l’Amour en nous.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0022,PASSION24.HOUR.05.REF.P017,5,REFLECTION,"Nous abandonnons-nous entre ses Bras comme des morts pour recevoir tous les coups de pinceau que le Seigneur nous donnera pour notre sanctification ? Mon Amour et mon Tout, que ton Amour m’inonde de toute part et brûle en moi tout ce qui n’est pas de Toi.",H05_REFLECTION,tutti quei colpi che il Signore disporrà,MISTRANSLATION,REPLACE_RECORD,"Nous abandonnons-nous entre ses Bras comme des morts pour recevoir tous ces coups que le Seigneur disposera pour notre sanctification ? Mon Amour et mon Tout, que ton Amour m’inonde de toute part et brûle en moi tout ce qui n’est pas de Toi.",colpi means blows/strokes in context; “coups de pinceau” is unsupported.,AFLP-27 H05 reads tous les coups.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES,AFLP-27 explicitly reads « tous les coups que le Seigneur dispose pour notre sanctification ».,AFLP27_H01_H05,REPLACE_RECORD,"Nous abandonnons-nous entre ses Bras comme des morts pour recevoir tous ces coups que le Seigneur disposera pour notre sanctification ? Mon Amour et mon Tout, que ton Amour m’inonde de toute part et brûle en moi tout ce qui n’est pas de Toi.",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Nous abandonnons-nous entre ses Bras comme des morts pour recevoir tous ces coups que le Seigneur disposera pour notre sanctification ? Mon Amour et mon Tout, que ton Amour m’inonde de toute part et brûle en moi tout ce qui n’est pas de Toi.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0023,PASSION24.HOUR.05.REF.P018,5,REFLECTION,"Fais en sorte que ce qui est à moi accoure vers Toi, pour que Tu puisses brûler tout ce qui pourrait attrister ton Cœur. Que l’Amour me tienne toute clouée à Toi. Que rien, tant à l’intérieur qu’à l’extérieur de moi, ne me détache de l’Amour !",H05_REFLECTION,fa che il mio corra sempre verso di te,CROSS_LAYER_IMPORT,TRIM_RECORD,"Fais en sorte que ce qui est à moi accoure vers Toi, pour que Tu puisses brûler tout ce qui pourrait attrister ton Cœur.","Last two sentences belong to H05 meditation prayer, not the stable reflection core.",AFLP-27 H05 reflection ends without these imported meditation sentences.; AFLP-27 H01-H05 verified photographic transcription,HIGH,NO,PASS,,CORROBORATES,The verified H5 reflection ends after « brûlant tout ce qui peut attrister ton Cœur » and the thanksgiving instruction; the two extra R5 closing sentences are absent.,AFLP27_H01_H05,TRIM_RECORD,"Fais en sorte que ce qui est à moi accoure vers Toi, pour que Tu puisses brûler tout ce qui pourrait attrister ton Cœur.",ACCEPT_FOR_AUTHORIZATION,TRIM_RECORD,"Fais en sorte que ce qui est à moi accoure vers Toi, pour que Tu puisses brûler tout ce qui pourrait attrister ton Cœur.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0024,PASSION24.HOUR.07.REF.P003,7,REFLECTION,"Si nous faisons appel aux créatures, le faisons-nous avec ordre, auprès de ceux qui peuvent nous réconforter saintement ? Sommes-nous résignés si nous n’avons pas les réconforts que nous espérons ? Savons-nous nous servir des lacunes des créatures pour nous abandonner davantage entre les Mains de Jésus ? Jésus fut réconforté par un ange. Pouvons-nous dire que nous sommes des anges pour Jésus, en sachant rester près de Lui pour Le réconforter et partager ses amertumes ? Mais pour pouvoir vraiment servir d’ange pour Jésus, il est nécessaire d’accepter nos peines comme nous étant envoyées par Lui, donc comme des Peines divines.",H07_REFLECTION,noncuranza delle creature,MISTRANSLATION,REPLACE_RECORD,"Si nous faisons appel aux créatures, le faisons-nous avec ordre, auprès de ceux qui peuvent nous réconforter saintement ? Sommes-nous résignés si nous n’avons pas les réconforts que nous espérons ? Savons-nous nous servir de l’indifférence des créatures pour nous abandonner davantage entre les Mains de Jésus ? Jésus fut réconforté par un ange. Pouvons-nous dire que nous sommes des anges pour Jésus, en sachant rester près de Lui pour Le réconforter et partager ses amertumes ? Mais pour pouvoir vraiment servir d’ange pour Jésus, il est nécessaire d’accepter nos peines comme nous étant envoyées par Lui, donc comme des Peines divines.","noncuranza = neglect/indifference/nonchalance, not deficiencies/gaps.",AFLP-27 H7: « résignée à leur indifférence ».,HIGH,NO,PASS,,CORROBORATES,"AFLP-27 H7 reflection reads « résignée à leur indifférence », directly supporting Italian noncuranza and rejecting R5 « lacunes ».",AFLP 27e édition verified transcription (H06–H18/H23),REPLACE_RECORD,"Si nous faisons appel aux créatures, le faisons-nous avec ordre, auprès de ceux qui peuvent nous réconforter saintement ? Sommes-nous résignés si nous n’avons pas les réconforts que nous espérons ? Savons-nous nous servir de l’indifférence des créatures pour nous abandonner davantage entre les Mains de Jésus ? Jésus fut réconforté par un ange. Pouvons-nous dire que nous sommes des anges pour Jésus, en sachant rester près de Lui pour Le réconforter et partager ses amertumes ? Mais pour pouvoir vraiment servir d’ange pour Jésus, il est nécessaire d’accepter nos peines comme nous étant envoyées par Lui, donc comme des Peines divines.",ACCEPT_FOR_AUTHORIZATION,REPLACE_RECORD,"Si nous faisons appel aux créatures, le faisons-nous avec ordre, auprès de ceux qui peuvent nous réconforter saintement ? Sommes-nous résignés si nous n’avons pas les réconforts que nous espérons ? Savons-nous nous servir de l’indifférence des créatures pour nous abandonner davantage entre les Mains de Jésus ? Jésus fut réconforté par un ange. Pouvons-nous dire que nous sommes des anges pour Jésus, en sachant rester près de Lui pour Le réconforter et partager ses amertumes ? Mais pour pouvoir vraiment servir d’ange pour Jésus, il est nécessaire d’accepter nos peines comme nous étant envoyées par Lui, donc comme des Peines divines.",UNCHANGED,R4 row survived final adversarial review unchanged: exact R5 target verified; Italian direction retained; AFLP control considered; no material French or governance defect found.,NONE_BEYOND_NORMAL_AUDIT_EVIDENCE
C0025,PASSION24.HOUR.07.REF.P006,7,REFLECTION,Terminer par la prière de remerciement de l’Heure Sainte.,H07_REFLECTION,,EDITORIAL_INSTRUCTION,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL REFLECTION AS UI/PARATEXT INSTRUCTION,Instruction to conclude with the thanksgiving prayer is not part of Italian R3 reflection prose.,AFLP-27 H7 parenthetical closing instruction.,HIGH,NO,PASS,"If retained in the product, preserve as UI/paratext instruction outside canonical reflection text.",CORROBORATES_EDITORIAL_STATUS,"AFLP-27 H7 prints the same closing direction in parentheses: « (Terminer par la prière de remerciement de l’Heure Sainte.) ». This confirms it is an instruction/paratext, not reflection prose.",AFLP 27e édition verified transcription (H06–H18/H23),DELETE_FROM_CANONICAL_LAYER,∅,PRESERVE_MOVE,MOVE_OUT_OF_CANONICAL_LAYER,PRESERVE UNCHANGED OUTSIDE CANONICAL REFLECTION AS UI/PARATEXT INSTRUCTION,OPERATION_RECLASSIFICATION,Governance tightening: AFLP-27 proves the instruction is genuinely printed paratext. R4 already said to preserve it if retained; final adjudication converts destructive DELETE semantics to explicit preserve-by-move.,MANDATORY_PRESERVE_OUTSIDE_CANONICAL_LAYER
